SEXO,IDADE,FORMACAO DA MAE,FORMACAO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A ESCOLA,GESTAO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NUMERO DE PONTOS EM MATEMATICA,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMATICA
2,18,4,1,0,1,5,1,0,0,2,2,2,2,19,8,"320,59","273,45"
1,17,2,1,0,1,3,1,0,0,3,3,2,2,17,4,"283,99","224,42"
1,17,2,1,0,1,3,1,0,0,2,3,3,2,14,4,"261,46","194,42"
1,17,2,1,0,1,3,1,0,0,2,3,1,2,8,8,"228,43","289,02"
2,19,2,1,0,1,5,1,1,0,2,2,2,2,21,12,"326,12","277,99"
2,17,2,1,0,1,3,1,0,0,2,2,1,2,10,8,"246,34","305,48"
2,18,2,1,0,1,3,1,1,0,3,2,2,2,18,4,"292,13","251,24"
2,19,2,1,0,1,3,1,0,0,3,3,3,2,14,16,"277,09","390,22"
1,17,3,1,0,1,5,1,0,0,2,2,2,2,11,4,"240,42","197,79"
1,17,3,1,0,1,3,1,0,0,2,2,2,2,10,7,"251,48","296,84"
1,17,3,1,0,1,3,1,0,0,2,3,3,2,13,7,"262,78","253,85"
2,18,3,1,0,1,5,2,1,1,1,2,2,2,9,5,"224,08","224,64"
2,19,3,1,0,1,5,1,1,1,3,2,2,2,8,7,"222,15","279,5"
1,17,1,3,1,1,3,1,0,0,2,2,2,2,15,7,"290,62","256,46"
1,17,1,3,1,1,3,1,0,0,2,1,1,2,17,8,"303,2","287,69"
1,17,1,3,1,1,3,1,0,0,3,3,2,2,23,6,"338,11","286,14"
1,18,1,3,1,1,3,1,0,0,3,2,2,2,23,4,"347,07","257,78"
1,17,1,3,1,1,3,1,0,0,2,2,2,2,13,8,"269,02","279,97"
2,17,1,3,1,1,5,3,0,0,3,3,2,2,9,2,"235,24","222,37"
2,17,1,3,1,1,3,1,0,0,3,3,2,2,13,7,"266,68","270,07"
2,17,1,3,1,1,3,1,0,0,3,3,3,2,18,11,"296,89","356,67"
2,18,1,3,1,1,3,1,0,0,3,2,2,2,16,3,"269,57","217,69"
2,17,1,3,1,1,7,1,0,0,3,3,3,2,13,3,"262,93","225,25"
2,17,1,3,1,1,5,1,0,0,2,3,2,2,17,9,"269,78","289,14"
2,17,1,3,1,1,3,1,0,0,2,2,2,2,16,9,"268,76","257,13"
2,17,1,3,1,1,5,2,0,0,2,2,2,2,11,4,"242,4","241,08"
2,17,1,3,1,1,3,1,0,0,1,2,2,2,11,1,"224,63","217,52"
2,18,1,3,1,1,3,1,0,0,2,2,2,2,12,4,"256,57","247,32"
1,18,0,3,1,1,3,1,0,0,2,2,1,2,21,17,"324,54","388,17"
1,18,0,3,1,1,3,1,0,0,2,2,2,2,18,5,"299,7","225,2"
1,17,0,3,1,1,3,3,0,0,2,2,2,2,15,8,"283,01","258,69"
1,18,0,3,1,1,5,1,0,0,2,3,2,2,13,4,"260,03","193,3"
1,17,0,3,1,1,3,1,0,0,2,3,2,2,8,3,"225,51","216,16"
1,17,0,3,1,1,5,1,0,0,3,2,3,2,18,11,"305,47","327,94"
1,17,0,3,1,1,3,1,0,0,2,2,2,2,18,5,"284,26","232,81"
1,17,0,3,1,1,5,3,2,1,0,2,2,2,11,7,"256,33","274,07"
1,18,0,3,1,1,3,2,1,0,1,1,1,2,16,3,"291,67","227,77"
1,17,0,3,1,1,5,1,0,0,3,3,2,2,7,1,"200,99","199,39"
1,17,0,3,1,1,3,1,0,0,2,2,2,2,11,6,"244,59","242,08"
1,17,0,3,1,1,5,3,0,0,3,3,2,2,9,5,"238,58","247,77"
1,17,0,3,1,1,3,1,0,0,3,3,2,2,5,1,"180,33","217,75"
1,17,0,3,1,1,3,1,0,0,3,3,2,2,9,11,"217,16","306,88"
1,19,0,3,1,1,5,1,2,1,3,3,3,2,8,10,"207,07","316,62"
1,18,0,3,1,1,3,1,1,0,3,3,3,2,13,5,"261,73","248,03"
1,20,0,3,1,1,5,1,0,1,2,2,3,2,13,5,"266,12","227,36"
1,18,0,3,1,1,5,1,0,0,2,2,2,2,16,3,"284,78","241,09"
1,17,0,3,1,1,3,1,0,0,3,3,2,2,13,9,"254,86","308,51"
1,17,0,3,1,1,7,1,0,0,1,3,1,2,12,7,"252,43","282,31"
2,17,0,3,1,1,3,1,0,0,2,2,2,2,13,8,"279,36","274,43"
2,20,0,3,1,1,3,1,0,0,3,3,2,2,8,3,"230,04","214,66"
2,18,0,3,1,1,3,1,0,0,3,2,2,2,4,4,"184,23","188,8"
2,18,0,3,1,1,3,1,1,1,2,2,2,2,13,4,"266,74","263,54"
2,18,0,3,1,1,3,1,0,0,2,3,3,2,7,2,"214,17","239,22"
2,17,0,3,1,1,3,1,0,0,1,0,3,2,16,6,"291,3","258,92"
2,17,0,3,1,1,3,1,0,0,3,2,2,2,23,8,"343,32","332,49"
2,17,0,3,1,1,3,3,0,0,3,3,3,2,10,7,"232,36","269,69"
2,19,0,3,1,1,3,1,2,1,2,2,2,2,17,5,"284,3","265,97"
2,18,0,3,1,1,3,1,1,0,3,2,3,2,14,8,"264,55","279,39"
1,17,5,3,1,1,3,1,0,0,2,2,2,2,7,5,"207,77","234,1"
1,17,5,3,1,1,3,1,0,0,2,2,3,2,6,3,"193,12","221,13"
1,17,5,3,1,1,3,1,0,0,2,2,2,2,8,5,"238,01","233,69"
1,18,5,3,1,1,5,1,0,0,3,3,3,2,15,7,"265,24","281,3"
1,17,5,3,1,1,3,1,0,0,3,1,1,2,14,5,"264,66","241,43"
1,17,5,3,1,1,3,3,0,0,2,2,1,2,13,8,"265,25","275,85"
1,18,5,3,1,1,5,1,0,0,2,2,2,2,12,4,"251,3","263,23"
1,17,5,3,1,1,3,1,0,0,3,2,2,2,22,19,"337,35","395,14"
1,17,5,3,1,1,3,1,0,0,3,2,2,2,6,3,"204,34","230,07"
1,17,5,3,1,1,3,1,0,0,2,2,3,2,17,4,"285,73","246,14"
1,18,5,3,1,1,3,1,0,0,2,3,2,2,7,4,"219,33","220,36"
1,17,5,3,1,1,3,3,0,0,2,3,2,2,20,3,"305,65","241,8"
1,17,5,3,1,1,3,3,0,0,3,3,3,2,8,8,"219,72","263,08"
1,17,5,3,1,1,3,1,0,0,2,2,2,2,17,10,"281,86","332,82"
1,17,5,3,1,1,3,1,0,0,3,3,3,2,9,8,"235,42","277,87"
1,18,5,3,1,1,3,1,0,0,2,2,3,2,16,7,"281,02","266,8"
1,17,5,3,1,1,7,3,2,2,0,2,1,2,10,2,"243,14","217,32"
1,17,5,3,1,1,3,1,0,0,2,2,2,2,10,16,"224,92","404,71"
1,17,5,3,1,1,3,1,0,0,2,2,2,2,16,3,"282,43","224,51"
1,18,5,3,1,1,3,1,0,0,1,3,3,2,13,5,"265,14","219,99"
1,17,5,3,1,1,3,3,0,0,2,2,1,2,16,4,"286,38","268,58"
1,17,5,3,1,1,3,3,0,0,3,3,2,2,12,5,"240,33","252,26"
1,17,5,3,1,1,5,1,0,0,3,2,2,2,10,10,"245,26","329,6"
1,17,5,3,1,1,5,1,0,0,2,2,2,2,11,5,"239,78","273,62"
1,18,5,3,1,1,3,2,0,0,3,2,1,2,5,5,"197,91","256,96"
1,17,5,3,1,1,3,3,0,0,0,1,2,2,12,9,"258,18","258,66"
1,17,5,3,1,1,3,1,0,0,3,3,3,2,18,8,"303,71","284,6"
1,20,5,3,1,1,3,1,1,2,2,2,2,2,10,4,"249,16","254,83"
1,17,5,3,1,1,3,2,0,0,3,3,2,2,14,6,"265,28","252,96"
2,17,5,3,1,1,3,1,0,0,3,1,2,2,13,5,"262,08","226,87"
2,17,5,3,1,1,3,3,0,0,3,3,2,2,5,3,"178,78","217,77"
2,17,5,3,1,1,3,3,0,0,3,3,2,2,21,5,"327,7","252,29"
2,17,5,3,1,1,3,1,0,0,3,2,2,2,24,14,"346,99","364,08"
2,17,5,3,1,1,3,1,0,0,2,2,2,2,9,5,"220,37","251,51"
2,17,5,3,1,1,3,2,0,0,2,2,1,2,17,6,"300,04","252,63"
2,18,5,3,1,1,3,1,0,0,3,3,3,2,12,10,"250,74","309,56"
2,17,5,3,1,1,3,1,0,0,3,2,2,2,23,5,"346,53","248,51"
2,18,5,3,1,1,3,1,0,0,2,2,2,2,14,3,"267,02","223,15"
2,18,5,3,1,1,5,1,1,0,2,2,2,2,9,6,"237,81","266,34"
2,17,5,3,1,1,3,3,1,0,2,3,3,2,6,4,"205,01","241,75"
2,18,5,3,1,1,3,1,0,0,3,3,2,2,16,5,"287,92","240,46"
2,17,5,3,1,1,3,1,0,0,3,3,3,2,11,4,"234,71","271,87"
2,18,5,3,1,1,5,1,0,0,2,2,2,2,9,8,"229,43","294,62"
2,17,5,3,1,1,5,1,0,0,3,3,3,2,7,8,"229,89","265,95"
2,18,5,3,1,1,5,2,0,1,3,2,2,2,14,5,"266,71","243,21"
2,17,5,3,1,1,5,3,0,0,2,2,2,2,7,4,"216,98","230,29"
2,17,5,3,1,1,5,2,0,0,2,2,1,2,18,6,294,"259,91"
2,17,5,3,1,1,3,3,0,0,3,2,2,2,16,9,"288,04","318,92"
2,18,5,3,1,1,3,1,1,0,2,2,2,2,5,4,"198,28","233,02"
2,18,5,3,1,1,5,2,1,0,3,3,2,2,22,7,"344,48","295,98"
2,18,5,3,1,1,5,1,0,0,3,3,3,2,13,7,"272,41","266,24"
2,17,5,3,1,1,3,1,0,0,2,2,3,2,18,2,"308,11","217,11"
2,19,5,3,1,1,5,1,2,2,2,3,2,2,21,6,"320,91","251,83"
2,18,5,3,1,1,5,3,0,0,3,2,2,2,13,5,"262,99","256,28"
2,17,5,3,1,1,3,1,0,0,3,3,3,2,4,3,"187,99","233,27"
2,17,5,3,1,1,3,1,0,0,3,3,2,2,12,2,"250,56","208,45"
2,17,5,3,1,1,5,3,0,0,2,3,2,2,14,8,"266,47","287,28"
2,18,5,3,1,1,5,3,0,0,2,2,2,2,19,5,"313,2","228,36"
2,17,5,3,1,1,3,1,0,0,3,3,3,2,14,5,"269,63","269,56"
2,17,5,3,1,1,3,1,0,0,3,3,3,2,18,9,"283,88","301,95"
2,17,5,3,1,1,5,1,0,0,3,3,2,2,6,4,"189,98","243,29"
2,17,5,3,1,1,3,2,0,0,2,2,1,2,11,12,"252,61","315,43"
2,17,5,3,1,1,3,3,0,0,2,2,2,2,12,3,"259,56","219,05"
2,17,5,3,1,1,5,2,0,0,1,1,1,2,20,4,"319,16","284,7"
2,17,5,3,1,1,3,1,0,0,3,3,3,2,22,17,"330,63","394,05"
2,17,5,3,1,1,5,2,0,0,3,3,3,2,11,5,"248,36","232,76"
2,17,5,3,1,1,3,2,0,0,2,2,2,2,20,5,"300,04","230,4"
2,17,5,3,1,1,3,3,0,0,2,2,2,2,10,2,"220,13","203,56"
2,19,5,3,1,1,3,3,1,0,1,2,2,2,16,6,"286,81","272,43"
1,17,4,3,1,1,3,3,0,0,2,1,2,2,14,5,"262,85","250,5"
1,18,4,3,1,1,5,3,0,0,3,2,0,2,18,12,"293,53","339,55"
1,17,4,3,1,1,5,1,0,0,3,3,2,2,17,5,"274,59","220,28"
1,18,4,3,1,1,3,3,0,1,3,1,1,2,21,13,"319,92","336,51"
1,17,4,3,1,1,3,3,0,0,2,2,2,2,9,3,"242,67","221,49"
1,17,4,3,1,1,3,3,0,0,2,3,1,2,9,4,"222,56","200,47"
1,17,4,3,1,1,3,1,0,0,3,2,3,2,13,4,"239,76","225,96"
1,17,4,3,1,1,5,2,0,0,2,2,2,2,17,13,"305,24","344,68"
1,18,4,3,1,1,5,1,0,0,2,3,3,2,13,5,"258,79","241,26"
1,17,4,3,1,1,5,1,1,0,3,3,3,2,21,8,"310,19","291,31"
1,17,4,3,1,1,5,2,0,0,1,0,2,2,12,12,"259,43","339,66"
1,17,4,3,1,1,5,2,0,0,2,1,1,2,6,6,"212,41","236,23"
1,18,4,3,1,1,3,1,0,0,3,2,3,2,18,9,"309,9","313,02"
1,18,4,3,1,1,3,2,1,0,2,2,3,2,14,12,"268,36","323,67"
1,18,4,3,1,1,3,2,1,1,2,3,3,2,6,6,"181,71","228,55"
1,17,4,3,1,1,5,1,0,0,3,2,2,2,20,9,"315,84","250,51"
1,17,4,3,1,1,3,3,0,0,2,2,2,2,21,8,"317,51","283,52"
1,17,4,3,1,1,5,1,0,0,3,2,1,2,5,6,"198,76","251,87"
1,17,4,3,1,1,3,3,1,0,2,2,2,2,18,3,"295,19","229,61"
1,17,4,3,1,1,3,2,0,1,2,2,1,2,10,4,"250,52","235,74"
1,17,4,3,1,1,3,1,0,0,2,3,2,2,12,6,"238,84","273,54"
1,17,4,3,1,1,3,1,0,0,2,3,2,2,3,4,"162,85","212,35"
1,17,4,3,1,1,5,1,0,0,3,2,1,2,21,7,"326,45","254,95"
1,17,4,3,1,1,5,1,0,0,3,3,2,2,23,10,"344,55","330,41"
1,17,4,3,1,1,3,1,0,0,3,3,3,2,17,11,"299,19","336,15"
1,17,4,3,1,1,3,1,0,0,2,2,2,2,13,3,"261,47","241,38"
1,18,4,3,1,1,3,1,0,0,3,2,3,2,6,6,"216,22","251,51"
1,17,4,3,1,1,3,1,0,0,2,1,2,2,18,7,"301,14","257,08"
1,17,4,3,1,1,3,3,0,0,2,1,0,2,14,4,"274,48","224,63"
1,18,4,3,1,1,3,3,0,0,2,2,2,2,14,6,"267,13","294,67"
1,17,4,3,1,1,3,1,0,0,1,2,1,2,19,3,"298,47","236,87"
1,17,4,3,1,1,5,1,0,0,2,2,2,2,12,3,"252,87","228,06"
1,17,4,3,1,1,3,1,0,0,2,3,2,2,15,5,"276,3","217,68"
1,17,4,3,1,1,3,1,0,0,0,1,1,2,12,7,"255,2","261,17"
1,18,4,3,1,1,5,1,0,0,2,2,2,2,21,8,"319,02","266,56"
1,17,4,3,1,1,3,1,0,0,2,1,2,2,10,1,"232,89","227,38"
1,17,4,3,1,1,3,1,0,0,2,2,1,2,8,1,"235,47","185,71"
1,17,4,3,1,1,3,3,0,0,2,3,2,2,14,8,"264,26","310,79"
1,17,4,3,1,1,3,1,0,0,2,2,2,2,15,5,"268,66","231,09"
1,18,4,3,1,1,5,1,0,0,3,3,3,2,7,10,"222,78","346,11"
1,17,4,3,1,1,3,1,0,0,3,3,3,2,8,2,"225,57","199,32"
1,17,4,3,1,1,3,1,0,0,3,3,3,2,16,3,"285,1","228,35"
1,17,4,3,1,1,5,1,0,0,2,2,2,2,20,9,"330,63","328,38"
1,18,4,3,1,1,5,1,1,0,3,3,3,2,7,1,"213,89","217,52"
1,18,4,3,1,1,3,1,0,0,2,2,2,2,8,5,"200,53",190
1,17,4,3,1,1,3,2,0,0,3,2,2,2,10,10,"234,75","299,99"
1,18,4,3,1,1,5,3,0,0,3,3,3,2,4,7,"188,96","313,39"
1,17,4,3,1,1,5,3,0,0,2,2,1,2,6,6,"208,16","260,31"
1,17,4,3,1,1,3,1,0,0,2,2,2,2,14,7,"284,84","248,51"
1,17,4,3,1,1,5,3,0,0,2,1,2,2,23,6,"325,92","253,49"
1,20,4,3,1,1,3,1,0,0,3,3,3,2,9,6,"233,65","282,79"
1,18,4,3,1,1,3,1,1,0,2,2,0,2,15,2,"282,8","225,94"
1,17,4,3,1,1,5,3,0,0,2,2,1,2,10,5,"247,51","246,89"
1,17,4,3,1,1,3,1,0,0,3,2,3,2,19,6,"302,33","308,13"
1,17,4,3,1,1,5,1,0,0,2,3,3,2,10,5,"240,45","244,79"
1,17,4,3,1,1,3,1,0,0,3,3,1,2,7,4,"225,07","232,75"
1,18,4,3,1,1,3,1,0,0,2,2,2,2,7,7,"214,57","268,3"
1,17,4,3,1,1,3,3,0,0,3,3,3,2,23,7,"337,92","273,73"
1,17,4,3,1,1,3,1,0,0,3,3,2,2,7,5,"216,09","214,74"
1,18,4,3,1,1,3,1,0,0,2,3,2,2,17,9,"299,07","331,27"
1,17,4,3,1,1,3,1,0,0,2,1,2,2,5,5,"192,15","198,1"
1,17,4,3,1,1,5,3,0,0,3,2,2,2,15,10,"277,62","308,31"
1,17,4,3,1,1,3,1,0,0,2,3,2,2,10,5,"231,37","201,92"
1,18,4,3,1,1,3,3,1,0,3,2,2,2,14,10,"262,87","284,19"
1,19,4,3,1,1,7,1,2,0,3,3,3,2,9,2,"229,99","221,18"
1,17,4,3,1,1,3,1,0,0,3,3,2,2,8,5,"224,57",260
1,17,4,3,1,1,5,3,0,0,2,2,1,2,13,12,"272,75","344,57"
1,17,4,3,1,1,3,1,0,0,1,2,1,2,11,4,"255,1","246,65"
1,18,4,3,1,1,5,1,0,0,3,2,3,2,6,7,"207,73","312,96"
1,17,4,3,1,1,3,3,0,0,2,2,1,2,10,2,"241,05","222,71"
1,18,4,3,1,1,3,1,1,1,1,2,2,2,9,6,"237,6","277,62"
1,17,4,3,1,1,3,1,0,0,3,2,2,2,22,7,"326,21","274,6"
1,19,4,3,1,1,3,1,2,0,2,3,3,2,5,3,"165,57","210,66"
1,20,4,3,1,1,5,2,2,0,1,2,1,2,7,3,"219,45","209,74"
1,18,4,3,1,1,3,3,0,0,1,1,2,2,14,8,"266,85","300,96"
1,17,4,3,1,1,3,1,0,0,2,2,1,2,13,5,"268,58","206,1"
1,17,4,3,1,1,3,1,0,0,3,3,3,2,8,4,"229,61","248,27"
1,17,4,3,1,1,3,3,0,0,2,2,2,2,23,8,"355,71","313,67"
1,17,4,3,1,1,3,3,0,0,3,3,1,2,21,7,"314,88","272,97"
1,18,4,3,1,1,7,1,0,1,0,3,2,2,13,9,"258,02","240,61"
1,17,4,3,1,1,3,1,0,0,2,2,2,2,20,5,"305,72","272,64"
1,17,4,3,1,1,5,2,0,0,2,2,2,2,17,4,"293,06","256,35"
1,18,4,3,1,1,3,1,1,0,2,2,2,2,19,6,"304,71","251,49"
1,18,4,3,1,1,5,1,0,0,2,2,2,2,9,4,"197,59","194,87"
1,17,4,3,1,1,3,2,0,0,3,2,2,2,18,5,"279,17","246,95"
1,17,4,3,1,1,3,1,0,0,2,2,2,2,15,6,"269,96","303,5"
1,18,4,3,1,1,5,3,0,0,2,3,2,2,5,4,"202,37","243,8"
1,19,4,3,1,1,5,3,2,0,2,2,2,2,17,10,"289,14","332,05"
1,17,4,3,1,1,3,3,0,0,3,2,1,2,16,4,"283,23","230,86"
1,18,4,3,1,1,5,3,1,1,2,3,3,2,6,5,"201,97","257,93"
1,17,4,3,1,1,3,3,0,0,1,2,1,2,16,11,"285,08","338,64"
1,17,4,3,1,1,5,2,0,0,2,2,2,2,17,3,"283,74","203,76"
2,17,4,3,1,1,3,1,0,0,3,3,2,2,13,7,"247,46","269,82"
2,18,4,3,1,1,7,3,0,0,3,3,3,2,15,6,"262,32","237,43"
2,18,4,3,1,1,3,2,1,0,1,1,2,2,21,11,"318,92","313,43"
2,17,4,3,1,1,3,3,0,0,2,2,2,2,17,4,"288,87","261,8"
2,19,4,3,1,1,3,2,2,0,2,2,2,2,14,6,"250,03","254,76"
2,17,4,3,1,1,3,2,0,0,3,2,2,2,5,3,"199,02","227,98"
2,17,4,3,1,1,5,1,0,0,2,3,2,2,18,6,"289,74","220,41"
2,17,4,3,1,1,5,1,0,0,3,3,2,2,13,5,"257,95","221,84"
2,17,4,3,1,1,5,3,0,0,3,3,2,2,6,5,"206,5","196,57"
2,19,4,3,1,1,5,1,1,0,2,1,2,2,11,5,"241,96","251,79"
2,17,4,3,1,1,5,1,0,0,3,2,2,2,5,2,"181,51","211,56"
2,17,4,3,1,1,5,1,0,0,1,2,3,2,9,5,"232,02",237
2,18,4,3,1,1,3,1,1,0,2,2,1,2,12,6,"240,68","290,31"
2,17,4,3,1,1,5,1,0,0,2,3,3,2,14,8,279,"259,81"
2,17,4,3,1,1,3,3,0,0,3,2,2,2,13,9,"263,51","303,01"
2,18,4,3,1,1,3,1,1,0,2,1,2,2,22,11,"320,66","364,54"
2,17,4,3,1,1,5,3,0,0,3,3,3,2,18,12,"296,46","356,58"
2,17,4,3,1,1,3,1,0,0,3,3,3,2,13,8,"262,6","264,65"
2,17,4,3,1,1,3,1,0,0,3,2,3,2,14,5,"245,02","220,42"
2,18,4,3,1,1,3,3,1,0,2,2,2,2,14,6,"259,27","235,1"
2,18,4,3,1,1,3,1,0,0,2,2,2,2,13,5,"254,2","248,84"
2,17,4,3,1,1,3,1,0,0,3,3,2,2,17,9,"282,65","311,38"
2,18,4,3,1,1,5,1,0,0,2,2,2,2,14,10,"277,45","307,3"
2,17,4,3,1,1,3,1,0,0,3,3,3,2,15,6,"273,76","273,05"
2,18,4,3,1,1,3,1,0,0,2,2,2,2,23,16,"356,8","386,69"
2,19,4,3,1,1,3,1,2,0,2,2,3,2,5,3,"181,46","203,85"
2,17,4,3,1,1,5,1,0,0,3,3,2,2,15,4,"274,24","248,56"
2,17,4,3,1,1,5,1,0,0,2,2,2,2,19,3,"297,78","228,94"
2,19,4,3,1,1,3,1,1,0,1,1,1,2,17,6,"273,62","242,54"
2,17,4,3,1,1,5,2,0,0,2,2,2,2,14,4,"277,84","201,82"
2,17,4,3,1,1,3,2,0,0,2,3,2,2,22,16,"338,32","396,48"
2,17,4,3,1,1,5,2,0,0,1,2,2,2,19,12,"309,27","335,4"
2,18,4,3,1,1,5,2,0,0,2,2,2,2,14,10,"260,06","324,71"
2,18,4,3,1,1,3,1,1,0,2,3,2,2,16,7,"274,91","223,15"
2,17,4,3,1,1,5,1,1,0,2,1,1,2,10,5,"244,04","250,55"
2,17,4,3,1,1,5,1,0,0,2,1,1,2,16,6,"287,61","288,44"
2,17,4,3,1,1,3,3,0,0,1,2,2,2,6,4,"192,54","249,46"
2,18,4,3,1,1,3,1,0,0,3,3,3,2,15,8,"270,34","255,58"
2,17,4,3,1,1,3,1,0,0,2,3,3,2,17,12,"295,77","348,82"
2,17,4,3,1,1,3,1,0,0,2,2,2,2,20,6,"306,03","235,95"
2,17,4,3,1,1,3,1,0,0,2,3,3,2,20,10,"324,23","297,12"
2,17,4,3,1,1,3,1,0,0,2,2,2,2,12,6,"255,13","229,61"
2,17,4,3,1,1,5,1,0,0,3,2,2,2,15,11,"273,88","301,35"
2,17,4,3,1,1,5,1,0,0,2,2,2,2,9,4,"218,08","200,99"
2,18,4,3,1,1,5,2,0,0,3,2,2,2,19,7,"298,79","245,84"
2,18,4,3,1,1,3,1,0,0,3,2,2,2,19,3,"295,81","249,4"
2,17,4,3,1,1,3,1,0,0,2,2,2,2,17,5,"277,9","239,58"
2,17,4,3,1,1,5,3,0,0,2,3,3,2,23,8,"336,21","293,49"
2,17,4,3,1,1,3,3,2,0,0,1,2,2,6,3,"198,08","228,02"
2,17,4,3,1,1,3,1,0,0,2,3,3,2,13,7,"254,8","245,79"
2,17,4,3,1,1,3,2,0,0,3,2,3,2,12,4,"238,91","201,74"
2,17,4,3,1,1,3,1,0,0,2,2,2,2,8,6,"222,05","217,28"
2,17,4,3,1,1,3,1,0,0,3,2,2,2,7,2,"224,23","237,96"
2,17,4,3,1,1,5,2,0,0,2,2,2,2,9,8,"216,33","289,56"
2,17,4,3,1,1,3,1,0,0,3,3,3,2,16,6,"296,3","272,49"
2,17,4,3,1,1,3,3,0,0,3,3,2,2,7,4,"208,49","235,69"
2,17,4,3,1,1,5,3,0,0,2,2,1,2,11,4,"217,95","215,93"
2,18,4,3,1,1,5,2,0,0,1,1,2,2,17,4,"290,61","233,81"
2,19,4,3,1,1,3,3,2,1,2,3,1,2,17,7,"277,96","263,74"
2,17,4,3,1,1,3,3,0,0,2,2,3,2,12,12,"258,5","321,22"
2,18,4,3,1,1,3,1,0,0,2,2,2,2,21,7,"318,75","232,84"
2,17,4,3,1,1,3,3,0,0,2,2,2,2,12,6,"249,25","263,59"
2,18,4,3,1,1,3,1,0,0,3,2,2,2,12,4,"253,54","216,76"
2,17,4,3,1,1,5,1,0,0,2,2,1,2,13,9,"256,43","308,98"
2,17,4,3,1,1,3,3,0,0,2,2,2,2,16,7,"264,51","280,04"
2,17,4,3,1,1,5,3,0,0,2,3,2,2,5,3,"207,09","230,95"
2,17,4,3,1,1,3,2,0,0,2,3,2,2,22,11,"354,51","328,61"
2,17,4,3,1,1,3,1,0,0,3,2,2,2,15,4,"272,04","249,65"
2,19,4,3,1,1,5,3,2,0,2,2,3,2,21,8,"321,42","286,23"
2,17,4,3,1,1,3,2,0,0,2,2,2,2,8,6,"202,64","274,51"
2,18,4,3,1,1,3,1,0,0,2,2,2,2,13,8,"273,65","258,86"
2,18,4,3,1,1,5,2,0,1,2,3,3,2,14,1,"270,07","217,93"
2,18,4,3,1,1,3,1,0,0,3,3,3,2,13,4,"245,25","268,43"
2,17,4,3,1,1,3,2,0,0,3,3,1,2,16,13,"289,61","337,31"
2,17,4,3,1,1,3,1,1,0,2,2,1,2,21,20,"311,49","417,28"
2,17,4,3,1,1,5,3,0,0,2,3,3,2,15,9,"259,53","304,94"
2,17,4,3,1,1,7,2,0,0,2,3,2,2,13,4,"253,53","236,52"
2,17,4,3,1,1,3,2,0,0,2,1,1,2,20,8,"312,98","299,09"
2,17,4,3,1,1,5,3,0,0,1,2,1,2,14,5,"254,56","222,21"
2,18,4,3,1,1,5,3,1,0,2,2,1,2,18,11,"285,03","327,87"
2,19,4,3,1,1,3,3,2,0,2,2,2,2,9,10,"226,66","324,36"
2,17,4,3,1,1,3,3,0,1,2,3,2,2,12,7,"254,6","256,68"
2,18,4,3,1,1,3,3,0,0,3,3,3,2,6,10,"198,82","261,2"
2,18,4,3,1,1,3,3,1,0,3,2,2,2,18,9,"294,75","291,26"
2,18,4,3,1,1,3,1,0,1,1,1,1,2,5,2,"198,72","195,73"
1,18,2,3,1,1,3,1,0,0,2,2,2,2,14,14,"276,84","356,22"
1,17,2,3,1,1,3,3,0,0,2,2,3,2,18,8,"287,73","317,47"
1,18,2,3,1,1,3,1,0,0,3,3,3,2,13,7,"247,1","293,83"
1,17,2,3,1,1,5,1,0,0,2,3,3,2,24,7,"341,3","273,38"
1,17,2,3,1,1,3,3,0,0,2,2,2,2,12,6,"247,49","229,55"
1,17,2,3,1,1,5,1,0,0,3,3,2,2,13,4,250,"225,7"
1,17,2,3,1,1,5,1,0,0,2,3,1,2,14,2,"265,02","176,87"
1,18,2,3,1,1,3,2,0,0,3,3,2,2,20,8,"317,34","321,29"
1,17,2,3,1,1,3,1,0,0,3,3,1,2,10,4,"236,33","213,21"
1,18,2,3,1,1,3,3,0,0,2,2,2,2,19,6,"318,6","250,45"
1,18,2,3,1,1,7,1,0,0,3,2,3,2,10,6,"244,78","261,63"
1,18,2,3,1,1,5,1,0,0,1,2,3,2,7,4,"186,52","259,52"
1,17,2,3,1,1,3,2,1,1,0,2,2,2,18,5,"304,02","232,04"
1,17,2,3,1,1,5,1,0,0,3,3,3,2,12,8,"247,62","300,94"
1,17,2,3,1,1,3,1,0,0,3,2,2,2,12,7,"240,85","305,1"
1,17,2,3,1,1,3,1,0,0,3,3,2,2,16,5,"289,69","263,83"
1,17,2,3,1,1,5,1,0,0,3,3,3,2,19,13,"310,82","369,39"
1,17,2,3,1,1,7,1,0,0,2,2,2,2,17,5,"298,02","283,99"
1,17,2,3,1,1,3,1,0,0,3,3,3,2,9,3,"242,36","211,5"
1,17,2,3,1,1,3,1,0,0,2,2,2,2,10,2,"238,7","223,33"
1,17,2,3,1,1,3,1,0,0,2,2,2,2,17,9,"295,2","249,78"
1,19,2,3,1,1,3,1,1,0,2,2,2,2,13,3,"262,35","219,46"
