SEXO,IDADE,FORMACAO DA MAE,FORMACAO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A ESCOLA,GESTAO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NUMERO DE PONTOS EM MATEMATICA,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMATICA
2,18,3,0,1,1,3,1,1,0,3,2,2,2,18,3,"301,69","237,58"
2,18,3,0,1,1,3,1,1,0,2,2,2,2,8,4,"197,06","198,72"
2,17,3,0,1,1,3,1,1,0,3,3,3,2,7,4,"221,85","200,35"
2,18,3,0,1,1,5,1,0,0,3,2,2,2,10,1,"236,82","232,13"
2,18,3,0,1,1,5,1,1,0,2,3,3,2,9,7,"233,17","260,78"
2,17,3,0,1,1,3,1,0,0,2,2,2,2,8,4,"216,86","247,28"
2,18,3,0,1,1,3,1,0,0,2,3,2,2,10,3,"230,84","257,47"
2,17,3,0,1,1,3,1,0,0,1,1,1,2,15,8,"273,38","288,39"
2,17,3,0,1,1,3,3,0,0,2,2,2,2,9,5,"223,28","218,82"
2,17,3,0,1,1,3,1,0,0,2,3,2,2,8,3,"221,43","230,01"
2,17,3,0,1,1,3,1,0,0,3,2,2,2,21,4,"319,91","223,6"
2,17,3,0,1,1,3,1,0,0,3,3,3,2,24,11,"362,11","370,46"
2,18,3,0,1,1,3,1,0,0,2,2,2,2,11,3,"244,6","219,79"
2,20,3,0,1,1,3,1,1,2,3,3,1,2,10,6,"241,01","249,89"
2,17,3,0,1,1,5,1,0,0,2,2,2,2,17,10,"295,94","299,04"
2,19,3,0,1,1,3,1,0,1,2,2,2,2,11,8,"244,33","290,41"
2,20,3,0,1,1,5,1,1,1,2,2,2,2,16,6,"283,92","272,37"
2,18,3,0,1,1,5,1,1,1,3,3,1,2,16,15,"273,52","374,76"
2,17,3,0,1,1,5,3,0,0,2,3,3,2,20,12,"325,56","337,56"
2,18,3,0,1,1,3,1,0,0,2,2,2,2,15,5,"278,81","252,7"
2,17,3,0,1,1,3,1,0,0,2,2,2,2,13,7,"246,17","286,48"
2,17,3,0,1,1,5,1,0,0,3,3,2,2,14,11,"260,73","335,39"
1,17,1,1,1,1,3,1,0,0,2,3,1,2,22,5,"342,76","253,4"
1,17,1,1,1,1,5,3,0,0,2,2,2,2,21,7,"316,1","272,73"
1,17,1,1,1,1,5,3,0,0,2,2,2,2,6,6,"193,23","213,86"
1,17,1,1,1,1,5,1,0,0,2,3,1,2,17,6,"304,13","285,89"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,7,5,"224,53","258,39"
1,17,1,1,1,1,3,1,0,0,3,3,2,2,16,9,"283,48","306,12"
1,19,1,1,1,1,3,1,1,0,1,1,1,2,8,11,"202,14","328,01"
1,18,1,1,1,1,3,1,0,0,2,2,1,2,22,4,"326,08","226,92"
1,20,1,1,1,1,5,3,1,1,2,2,1,2,10,4,"212,61","225,19"
1,20,1,1,1,1,9,1,0,0,2,2,2,2,7,3,"208,61","235,26"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,10,5,"233,08","274,31"
1,18,1,1,1,1,3,1,1,0,1,1,2,2,18,15,"305,53","383,71"
1,17,1,1,1,1,3,1,0,0,3,2,2,2,14,6,"255,31","255,21"
1,18,1,1,1,1,5,1,1,0,1,1,1,2,7,11,"215,85","359,2"
1,18,1,1,1,1,3,1,0,0,3,2,1,2,13,6,"261,25","218,82"
1,19,1,1,1,1,3,1,1,0,3,3,2,2,21,5,"328,88","246,56"
1,17,1,1,1,1,3,1,0,0,2,2,1,2,10,3,"225,13","196,08"
1,18,1,1,1,1,3,1,1,0,2,2,2,2,19,7,"297,72","297,28"
1,17,1,1,1,1,5,1,0,0,2,3,2,2,8,3,"220,89","235,57"
1,17,1,1,1,1,3,1,0,0,2,2,1,2,11,8,"260,44","284,87"
1,19,1,1,1,1,3,1,2,0,3,3,3,2,12,8,"251,74","297,61"
1,18,1,1,1,1,3,1,0,0,0,0,2,2,12,7,"258,7","287,55"
1,17,1,1,1,1,5,1,0,0,2,2,1,2,16,5,"288,73","266,78"
1,17,1,1,1,1,3,1,0,0,2,1,2,2,7,6,"258,19","254,17"
1,18,1,1,1,1,5,1,0,0,2,3,3,2,8,14,"216,41","369,38"
1,17,1,1,1,1,3,1,0,0,3,2,2,2,15,1,"268,47","226,04"
1,18,1,1,1,1,5,2,0,0,3,3,3,2,12,7,"246,02","290,78"
1,17,1,1,1,1,3,1,0,0,0,0,1,2,10,4,"239,14","240,05"
1,19,1,1,1,1,7,1,0,0,3,2,3,2,8,6,"213,19","258,59"
1,18,1,1,1,1,5,3,0,1,3,2,2,2,18,6,"304,62","259,86"
1,17,1,1,1,1,3,1,0,0,3,3,2,2,8,4,"221,49","208,05"
1,17,1,1,1,1,3,1,0,0,1,1,1,2,10,6,"237,87","240,63"
1,18,1,1,1,1,3,3,2,0,2,1,2,2,3,5,"175,14","247,22"
1,17,1,1,1,1,5,1,0,0,3,2,1,2,20,13,"323,39","340,51"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,13,6,"259,27","255,12"
1,18,1,1,1,1,3,1,0,0,3,3,2,2,23,6,"351,75","298,47"
1,18,1,1,1,1,3,1,0,0,2,2,2,2,9,2,"225,22","196,25"
1,17,1,1,1,1,3,1,0,0,3,3,2,2,13,3,"260,27","226,57"
1,18,1,1,1,1,3,1,0,0,3,3,3,2,8,6,"224,46","282,74"
1,18,1,1,1,1,3,3,0,0,3,3,2,2,22,12,"342,9","361,3"
1,17,1,1,1,1,3,1,1,0,0,1,1,2,10,6,"239,01","221,69"
1,17,1,1,1,1,5,3,0,0,2,2,2,2,16,6,"292,35","236,17"
1,19,1,1,1,1,5,1,0,1,3,3,2,2,19,5,"311,35","244,62"
1,18,1,1,1,1,5,1,0,0,3,2,1,2,21,5,"318,87","277,69"
1,18,1,1,1,1,3,1,0,0,2,2,2,2,10,3,"242,17","231,77"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,17,9,"276,25","306,18"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,23,7,"334,9","320,37"
1,17,1,1,1,1,5,1,0,0,2,2,2,2,20,8,"320,34","305,38"
1,20,1,1,1,1,5,1,0,1,2,2,2,2,10,3,"226,63","240,34"
1,18,1,1,1,1,3,1,0,1,2,3,2,2,15,14,"264,95","388,88"
1,20,1,1,1,1,3,1,0,1,3,3,2,2,18,8,"309,17","259,41"
1,18,1,1,1,1,5,1,0,0,2,2,3,2,24,10,"359,66","331,71"
1,18,1,1,1,1,3,1,0,0,2,0,1,2,4,2,"185,79","222,97"
1,18,1,1,1,1,3,1,1,0,1,2,3,2,6,3,"182,12","226,63"
1,20,1,1,1,1,5,1,0,1,2,2,2,2,16,7,"284,07","250,77"
1,17,1,1,1,1,3,1,0,0,3,2,2,2,12,4,"258,65","239,03"
1,18,1,1,1,1,3,1,0,0,2,2,2,2,21,7,"319,01","287,44"
1,17,1,1,1,1,3,1,0,0,2,2,3,2,14,4,"265,83","245,9"
1,17,1,1,1,1,3,1,0,0,1,2,2,2,17,6,"280,55","269,36"
1,17,1,1,1,1,3,1,0,0,3,3,3,2,20,5,"311,38","215,37"
1,20,1,1,1,1,3,1,0,1,2,1,2,2,13,3,"266,32","229,54"
1,17,1,1,1,1,3,1,0,0,3,2,2,2,7,3,"220,14","218,66"
1,19,1,1,1,1,3,1,1,0,3,2,1,2,7,3,"226,56","240,09"
1,18,1,1,1,1,3,3,0,0,3,3,2,2,21,6,"313,47","272,58"
1,20,1,1,1,1,3,1,2,2,2,2,2,2,16,12,287,"341,82"
1,17,1,1,1,1,5,1,0,0,2,2,3,2,18,6,"278,75","216,9"
1,17,1,1,1,1,3,2,0,0,2,3,2,2,11,3,"254,2","225,35"
1,17,1,1,1,1,3,1,0,0,0,2,1,2,15,6,"281,76","242,56"
1,17,1,1,1,1,5,2,0,0,1,2,1,2,11,5,"253,82","254,43"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,7,6,"222,54","233,11"
1,17,1,1,1,1,3,1,0,0,2,2,3,2,9,7,"231,81","314,9"
1,18,1,1,1,1,5,3,0,0,1,2,2,2,17,10,"296,36","302,51"
1,18,1,1,1,1,5,1,0,0,3,3,2,2,12,10,"260,37","325,86"
1,17,1,1,1,1,3,1,0,0,3,3,3,2,15,5,"280,09","258,69"
1,18,1,1,1,1,3,1,1,0,3,2,2,2,17,6,"284,4","290,81"
1,18,1,1,1,1,3,1,0,0,2,2,2,2,21,7,"313,53","253,81"
1,20,1,1,1,1,7,1,1,0,3,2,2,2,20,8,"319,88","309,97"
1,17,1,1,1,1,5,2,0,0,3,2,2,2,22,15,"334,95","380,8"
1,17,1,1,1,1,3,1,0,0,3,3,2,2,20,6,"310,23","229,6"
1,17,1,1,1,1,5,1,0,0,2,2,2,2,5,6,"194,62","230,58"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,7,4,"211,17","234,04"
1,18,1,1,1,1,3,1,0,0,2,2,2,2,21,11,"323,02","321,41"
1,18,1,1,1,1,3,2,1,0,0,2,2,2,5,6,"192,23","253,68"
1,18,1,1,1,1,5,1,0,1,2,3,3,2,7,7,"223,29","225,52"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,7,4,"198,54","196,54"
1,20,1,1,1,1,5,1,0,0,2,3,2,2,14,5,"271,81",225
1,17,1,1,1,1,3,1,0,0,2,2,2,2,13,7,"272,12","265,53"
1,20,1,1,1,1,7,1,0,0,3,2,2,2,19,4,"297,83","249,43"
1,17,1,1,1,1,5,1,0,0,2,2,2,2,8,3,"214,85","201,92"
1,18,1,1,1,1,3,3,0,0,3,2,2,2,8,6,"221,62","232,12"
1,17,1,1,1,1,3,1,0,0,3,3,3,2,17,11,"288,71","336,5"
1,19,1,1,1,1,5,1,1,0,2,2,2,2,11,4,"234,52","239,57"
1,18,1,1,1,1,3,1,0,0,2,1,1,2,13,4,"261,89","222,69"
1,17,1,1,1,1,3,1,0,0,3,3,3,2,13,4,"259,51","256,85"
1,17,1,1,1,1,3,1,0,0,3,2,2,2,14,10,"277,01","306,6"
1,20,1,1,1,1,7,3,1,0,2,3,2,2,16,7,"276,75","266,08"
1,17,1,1,1,1,3,3,0,0,3,3,2,2,15,4,"262,86","256,05"
1,18,1,1,1,1,7,1,0,0,1,0,0,2,6,4,"202,37","234,3"
1,20,1,1,1,1,3,1,1,2,1,2,2,2,8,7,"201,64","277,55"
1,17,1,1,1,1,5,1,0,0,2,2,2,2,6,8,"178,24","215,27"
1,18,1,1,1,1,3,1,0,0,2,3,2,2,7,3,"208,7","221,32"
1,17,1,1,1,1,3,1,0,0,3,2,3,2,8,4,"205,66","225,81"
1,17,1,1,1,1,3,1,0,0,3,2,2,2,9,2,"206,8","203,87"
1,18,1,1,1,1,5,2,1,0,2,2,1,2,21,7,"300,22","261,19"
1,18,1,1,1,1,3,1,0,0,2,2,1,2,13,4,"262,78","244,69"
1,18,1,1,1,1,3,1,0,0,2,2,2,2,11,6,"252,61","216,42"
1,17,1,1,1,1,5,2,0,0,2,1,1,2,7,4,"225,95","202,54"
1,19,1,1,1,1,3,1,1,0,3,3,2,2,7,6,"227,3","264,08"
1,18,1,1,1,1,7,1,0,0,3,3,3,2,20,9,"302,99","331,14"
1,19,1,1,1,1,3,1,2,0,0,2,0,2,24,10,"344,51","327,86"
1,18,1,1,1,1,5,1,1,0,2,2,2,2,5,2,"199,01","184,62"
1,17,1,1,1,1,3,1,0,0,2,1,1,2,17,2,"281,38","217,33"
1,18,1,1,1,1,5,2,0,0,2,2,2,2,12,5,"236,8","238,02"
1,20,1,1,1,1,5,1,0,2,2,2,2,2,7,15,"208,6","344,56"
1,17,1,1,1,1,3,2,0,0,1,2,2,2,12,8,"249,77","308,1"
1,17,1,1,1,1,3,2,0,0,2,2,3,2,14,13,"263,8","358,65"
1,18,1,1,1,1,3,1,0,0,3,2,1,2,10,5,"231,25","247,44"
1,20,1,1,1,1,5,1,1,2,2,2,3,2,20,11,"313,39","330,99"
1,17,1,1,1,1,3,1,0,0,2,2,2,2,11,2,"241,49","188,68"
1,20,1,1,1,1,3,1,0,1,2,2,2,2,10,3,"249,78","224,72"
1,18,1,1,1,1,3,1,1,0,3,2,1,2,8,4,"217,79","226,67"
1,18,1,1,1,1,3,1,0,0,2,2,2,2,4,4,"189,99","265,04"
1,18,1,1,1,1,3,1,1,0,3,3,2,2,10,6,"237,24","273,52"
1,18,1,1,1,1,3,1,0,0,1,2,2,2,9,4,"235,22","203,96"
1,17,1,1,1,1,5,1,0,0,1,2,1,2,13,8,"264,85","312,03"
1,17,1,1,1,1,7,1,0,0,2,2,2,2,13,6,"275,53","276,87"
1,17,1,1,1,1,5,1,0,0,1,2,1,2,12,6,"250,68","240,24"
1,20,1,1,1,1,7,1,0,0,2,2,3,2,9,4,"226,68","214,86"
1,18,1,1,1,1,5,2,1,1,0,1,1,2,7,5,"216,45","255,35"
1,17,1,1,1,1,3,1,0,0,1,2,0,2,12,11,"256,2","286,36"
1,20,1,1,1,1,5,3,1,0,2,1,1,2,12,5,"254,19","229,53"
1,19,1,1,1,1,5,1,1,1,2,2,2,2,14,6,"273,01","238,82"
1,19,1,1,1,1,5,3,0,0,2,2,1,2,13,9,"263,83","288,74"
1,19,1,1,1,1,3,1,1,0,2,2,2,2,10,11,"252,38","338,82"
1,18,1,1,1,1,3,1,0,0,2,1,0,2,9,6,"239,49","258,12"
2,20,1,1,1,1,5,1,2,0,3,2,3,2,10,5,"232,93","227,69"
2,18,1,1,1,1,7,1,1,0,2,2,2,2,10,4,"249,9","192,02"
2,19,1,1,1,1,3,3,0,0,2,3,3,2,13,6,"266,54","286,91"
2,17,1,1,1,1,5,3,0,0,2,2,2,2,15,8,"276,44","265,83"
2,17,1,1,1,1,3,1,0,0,2,2,3,2,20,9,"322,11","320,77"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,24,9,"343,58","325,13"
2,17,1,1,1,1,3,1,0,0,3,3,3,2,4,3,"159,49","186,63"
2,19,1,1,1,1,3,1,1,0,3,3,3,2,22,10,"331,33","359,84"
2,20,1,1,1,1,7,1,0,0,2,2,2,2,16,15,"285,4","358,01"
2,17,1,1,1,1,7,1,1,0,2,1,2,2,10,4,"232,22","232,78"
2,18,1,1,1,1,3,1,0,0,2,2,2,2,17,10,"284,75","257,05"
2,18,1,1,1,1,3,1,0,0,2,2,2,2,20,7,"312,39","215,89"
2,18,1,1,1,1,3,1,0,0,3,2,2,2,13,5,"260,52","230,08"
2,18,1,1,1,1,3,1,1,0,2,2,2,2,16,5,"284,52","253,01"
2,17,1,1,1,1,3,1,0,0,3,2,2,2,13,8,"263,18","286,53"
2,17,1,1,1,1,7,1,1,0,3,3,3,2,18,7,"298,75","277,52"
2,18,1,1,1,1,5,2,0,0,1,1,2,2,20,4,"310,89","224,1"
2,17,1,1,1,1,5,1,0,0,1,1,1,2,8,7,"194,04","201,46"
2,18,1,1,1,1,3,2,0,0,3,3,3,2,21,18,"327,11","391,46"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,6,4,"174,54","229,4"
2,17,1,1,1,1,5,3,0,0,1,1,1,2,13,7,"271,29","265,9"
2,17,1,1,1,1,5,3,0,0,2,2,2,2,10,5,"231,21","270,01"
2,18,1,1,1,1,3,1,0,0,0,0,0,2,14,11,"271,94","323,83"
2,18,1,1,1,1,3,1,1,0,2,2,2,2,12,2,"238,2","220,39"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,14,4,"268,04","250,37"
2,17,1,1,1,1,3,3,0,0,2,2,2,2,18,9,"304,44","306,23"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,15,13,"280,66","358,87"
2,18,1,1,1,1,3,1,0,0,2,2,2,2,10,1,"229,3","189,98"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,15,4,"284,29","211,87"
2,17,1,1,1,1,3,1,0,0,3,3,2,2,9,2,"233,19","237,94"
2,17,1,1,1,1,3,1,0,0,3,2,2,2,19,6,"321,39","248,11"
2,18,1,1,1,1,3,1,0,0,3,2,3,2,15,10,"276,56","313,52"
2,17,1,1,1,1,3,1,0,0,3,3,2,2,9,2,"217,06","220,21"
2,19,1,1,1,1,5,1,0,0,3,2,1,2,9,7,"226,52","262,92"
2,17,1,1,1,1,3,1,0,0,0,2,2,2,22,14,"344,17","365,53"
2,18,1,1,1,1,3,1,0,0,1,2,2,2,16,6,"288,73","274,08"
2,18,1,1,1,1,3,1,1,0,2,1,2,2,14,4,"260,55","205,22"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,10,4,"242,47","231,79"
2,19,1,1,1,1,3,1,2,0,3,2,2,2,11,8,"254,64","276,75"
2,17,1,1,1,1,3,1,0,0,1,1,1,2,17,13,"293,52","345,84"
2,19,1,1,1,1,3,1,0,0,3,2,2,2,17,14,"291,72","347,52"
2,18,1,1,1,1,3,1,0,0,3,3,3,2,20,7,"299,05","260,86"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,10,4,"252,34","223,63"
2,17,1,1,1,1,5,1,0,0,3,3,2,2,24,22,"367,86","445,35"
2,19,1,1,1,1,5,1,0,0,2,2,2,2,20,15,"313,66","367,42"
2,17,1,1,1,1,9,1,0,0,2,2,2,2,12,6,"252,99","259,26"
2,19,1,1,1,1,3,1,1,0,2,2,2,2,18,5,"290,52","242,33"
2,17,1,1,1,1,5,1,0,0,3,2,3,2,10,7,"234,52","267,33"
2,17,1,1,1,1,3,1,0,0,3,2,3,2,15,6,279,"267,88"
2,17,1,1,1,1,3,1,0,0,3,2,2,2,10,9,"244,42","284,93"
2,17,1,1,1,1,3,1,0,0,1,3,3,2,13,7,"267,89","255,74"
2,17,1,1,1,1,5,1,1,0,2,2,2,2,6,6,"209,93","255,43"
2,19,1,1,1,1,5,1,1,0,3,2,2,2,12,5,"256,56","267,39"
2,18,1,1,1,1,3,1,0,0,0,1,2,2,16,5,"284,71","233,87"
2,17,1,1,1,1,3,1,0,0,2,3,2,2,11,8,"240,98","291,28"
2,20,1,1,1,1,5,1,2,2,2,2,2,2,16,12,"271,75","350,09"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,8,10,"227,72","310,59"
2,17,1,1,1,1,3,1,0,0,3,3,3,2,16,10,"282,48","294,68"
2,18,1,1,1,1,3,1,0,0,2,2,2,2,19,4,"303,78",232
2,17,1,1,1,1,3,1,0,0,2,3,1,2,10,9,"238,21","297,54"
2,18,1,1,1,1,5,3,1,1,2,2,3,2,22,13,"334,51","349,2"
2,18,1,1,1,1,5,1,0,0,2,2,2,2,17,4,"283,82","231,96"
2,17,1,1,1,1,3,1,0,0,2,1,2,2,11,11,"228,96","337,09"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,23,8,"349,48","272,65"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,7,4,"226,11","235,83"
2,17,1,1,1,1,3,1,0,0,3,3,3,2,7,3,"199,48","215,9"
2,18,1,1,1,1,3,1,0,0,3,3,2,2,10,3,"242,58","234,96"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,16,10,"277,86","301,54"
2,19,1,1,1,1,5,1,1,0,3,3,3,2,14,3,"256,33","252,32"
2,17,1,1,1,1,5,1,0,0,3,2,2,2,19,11,"309,39","337,66"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,19,14,"297,52","377,73"
2,19,1,1,1,1,3,3,1,0,2,2,1,2,8,2,"217,73","218,61"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,12,5,"264,17","247,32"
2,17,1,1,1,1,3,1,0,0,3,3,3,2,18,9,"301,89","316,48"
2,17,1,1,1,1,3,1,0,0,3,3,2,2,18,4,"295,89","237,23"
2,18,1,1,1,1,3,1,1,1,3,3,3,2,4,2,"159,3","195,96"
2,19,1,1,1,1,3,2,1,0,3,3,3,2,8,7,"204,7","260,81"
2,17,1,1,1,1,3,3,0,0,2,1,3,2,10,5,"241,28","259,8"
2,18,1,1,1,1,3,3,0,0,1,1,2,2,21,9,"317,52","286,01"
2,19,1,1,1,1,5,2,2,0,2,2,3,2,20,5,"304,14","241,85"
2,18,1,1,1,1,3,1,2,0,0,0,0,2,14,7,"279,54","296,23"
2,18,1,1,1,1,3,1,1,0,2,2,2,2,8,5,"225,19","272,53"
2,17,1,1,1,1,3,2,0,0,2,2,2,2,20,5,"294,85","253,5"
2,18,1,1,1,1,3,1,1,0,2,2,2,2,18,13,"302,41","360,08"
2,17,1,1,1,1,5,1,0,0,3,3,3,2,17,7,"300,59","288,54"
2,17,1,1,1,1,3,1,0,0,2,3,3,2,9,5,"227,4","244,04"
2,18,1,1,1,1,7,1,0,0,1,1,1,2,18,11,"309,34","318,77"
2,18,1,1,1,1,3,1,0,0,2,1,2,2,16,7,"276,12","279,34"
2,19,1,1,1,1,3,2,1,0,3,2,3,2,12,7,"254,1","264,05"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,6,4,"205,75","253,66"
2,18,1,1,1,1,5,1,0,0,1,1,2,2,8,3,"231,18","225,37"
2,17,1,1,1,1,3,3,0,0,2,2,2,2,8,3,"224,46","224,45"
2,17,1,1,1,1,3,1,0,0,2,3,2,2,19,5,"310,05","254,63"
2,19,1,1,1,1,3,1,1,1,3,3,3,2,15,5,"276,85","279,02"
2,17,1,1,1,1,3,1,0,0,2,1,2,2,18,5,"299,99","256,76"
2,18,1,1,1,1,3,1,1,0,2,2,2,2,14,5,"270,22","240,05"
2,18,1,1,1,1,3,1,0,0,3,3,3,2,21,6,"323,73","259,19"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,9,2,"240,47","225,99"
2,19,1,1,1,1,5,1,2,0,2,1,1,2,7,6,"216,62","261,04"
2,20,1,1,1,1,3,1,2,0,2,1,2,2,17,12,"290,81","342,97"
2,17,1,1,1,1,3,1,0,0,3,3,2,2,7,11,"235,04","340,49"
2,18,1,1,1,1,3,1,1,0,2,2,1,2,18,6,"299,88","233,47"
2,17,1,1,1,1,3,1,2,0,2,2,2,2,15,3,"264,96","204,65"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,11,4,"245,29","263,02"
2,18,1,1,1,1,5,1,0,0,3,3,2,2,19,3,"299,73","249,2"
2,17,1,1,1,1,7,1,0,0,3,3,2,2,9,5,"230,9","261,02"
2,18,1,1,1,1,5,2,0,0,2,2,2,2,24,7,"348,05","294,68"
2,19,1,1,1,1,5,1,1,0,2,2,2,2,14,5,"256,4","194,25"
2,20,1,1,1,1,5,1,2,0,1,1,1,2,20,6,"307,68","270,55"
2,18,1,1,1,1,3,1,0,0,2,2,1,2,18,8,"305,53","302,84"
2,17,1,1,1,1,5,2,1,1,1,2,0,2,10,3,"237,17","226,36"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,16,7,"286,27","221,35"
2,17,1,1,1,1,5,1,0,0,3,2,2,2,22,11,"342,33","331,85"
2,18,1,1,1,1,5,1,1,0,3,3,3,2,11,5,"252,37","272,16"
2,18,1,1,1,1,3,1,0,0,3,2,2,2,5,5,"184,4","227,96"
2,17,1,1,1,1,3,1,0,0,3,1,2,2,11,8,"249,32","261,45"
2,17,1,1,1,1,3,1,0,0,2,1,1,2,16,6,"288,89","286,51"
2,19,1,1,1,1,3,1,2,0,2,3,1,2,10,4,"222,11","202,91"
2,17,1,1,1,1,3,3,0,0,3,3,2,2,15,11,"282,38","332,05"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,14,6,"268,47","242,65"
2,18,1,1,1,1,3,1,1,0,3,2,2,2,14,8,"276,09","300,98"
2,18,1,1,1,1,3,1,0,0,2,0,2,2,14,7,"264,77","283,1"
2,18,1,1,1,1,7,1,0,0,2,2,3,2,17,3,"297,16","251,34"
2,18,1,1,1,1,3,1,0,0,2,2,2,2,11,2,"252,67","211,76"
2,18,1,1,1,1,3,1,1,0,3,2,2,2,17,7,"283,63","247,06"
2,17,1,1,1,1,3,1,0,0,3,3,3,2,18,8,"293,93","303,04"
2,18,1,1,1,1,5,3,0,0,2,2,2,2,21,15,"314,83","394,01"
2,20,1,1,1,1,5,1,1,0,2,2,2,2,23,15,"327,32","393,11"
2,18,1,1,1,1,7,1,0,0,3,3,3,2,23,7,"327,08","306,63"
2,17,1,1,1,1,5,1,0,0,2,2,2,2,8,4,"226,33","246,37"
2,17,1,1,1,1,5,1,0,0,3,3,0,2,17,7,"292,12","245,37"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,6,3,"187,34","234,45"
2,17,1,1,1,1,5,2,0,0,2,2,2,2,22,5,"329,02","204,11"
2,18,1,1,1,1,3,1,0,0,3,3,3,2,9,1,"230,73","192,49"
2,19,1,1,1,1,3,1,2,0,2,2,2,2,12,6,"246,34","256,33"
2,19,1,1,1,1,3,1,1,0,2,3,3,2,14,8,"262,94","280,42"
2,18,1,1,1,1,5,1,0,0,2,2,1,2,17,10,"299,29","317,42"
2,18,1,1,1,1,3,1,0,1,2,3,1,2,4,15,"154,72","371,97"
2,17,1,1,1,1,3,3,0,0,2,3,2,2,14,6,"265,9","226,2"
2,17,1,1,1,1,3,1,0,0,2,3,2,2,19,19,"309,47","414,39"
2,18,1,1,1,1,3,1,0,0,3,2,2,2,18,8,"302,76","300,74"
2,17,1,1,1,1,3,1,0,0,3,3,2,2,17,6,"287,25","250,31"
2,18,1,1,1,1,3,2,1,0,2,2,1,2,20,16,"321,69","379,82"
2,17,1,1,1,1,5,2,0,0,3,3,3,2,12,5,"251,35","249,35"
2,18,1,1,1,1,5,1,1,0,2,3,2,2,17,4,"280,85","221,26"
2,20,1,1,1,1,9,1,2,0,2,3,2,2,16,3,"296,87","232,49"
2,17,1,1,1,1,7,1,0,0,3,1,0,2,0,0,"139,93","174,53"
2,17,1,1,1,1,5,1,0,0,3,2,2,2,14,7,"267,46","250,68"
2,20,1,1,1,1,3,1,1,0,3,3,3,2,15,10,262,"280,21"
2,18,1,1,1,1,3,1,1,0,1,2,2,2,22,13,"354,49","345,7"
2,18,1,1,1,1,5,3,0,0,3,3,3,2,14,7,"273,92","300,64"
2,18,1,1,1,1,3,2,1,0,3,3,2,2,7,4,"203,3","251,59"
2,19,1,1,1,1,5,1,1,1,0,1,2,2,20,17,"315,69","395,74"
2,17,1,1,1,1,9,3,0,0,3,3,3,2,15,3,"279,68","215,52"
2,17,1,1,1,1,5,1,0,0,3,3,2,2,6,4,"204,99","245,14"
2,17,1,1,1,1,3,3,0,0,3,3,3,2,15,3,"276,04","252,11"
2,17,1,1,1,1,3,1,1,0,2,1,2,2,7,9,"232,57","317,39"
2,17,1,1,1,1,7,1,0,0,1,1,2,2,7,3,"198,08","211,08"
2,17,1,1,1,1,5,2,0,0,3,3,3,2,19,4,"305,86","249,4"
2,18,1,1,1,1,3,1,1,0,2,1,2,2,11,6,"249,89","260,38"
2,17,1,1,1,1,3,1,0,0,2,2,2,2,10,8,"240,44","281,39"
2,17,1,1,1,1,5,3,0,0,3,2,3,2,25,16,"344,07","391,87"
2,19,1,1,1,1,3,1,2,0,1,2,2,2,15,14,"256,04","362,31"
2,17,1,1,1,1,5,1,0,0,3,3,2,2,14,5,"266,84","267,41"
2,18,1,1,1,1,5,3,2,1,2,3,2,2,12,7,"242,36","274,21"
2,18,1,1,1,1,5,1,0,0,3,3,3,2,4,6,"173,13","241,85"
2,18,1,1,1,1,7,3,1,0,3,3,3,2,20,6,"301,21","292,38"
2,18,1,1,1,1,3,3,1,0,1,0,1,2,9,6,"235,59","279,73"
2,17,1,1,1,1,3,2,0,0,2,2,1,2,18,5,"277,72","233,37"
