IDADE,FORMAÇÃO DA MÃE,FORMAÇÃO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A  ESCOLA,GESTÃO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NÚMERO DE PONTOS EM MATEMÁTICA,SEXO,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMÁTICA
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
,,,,,,,,,,,,,,,,,
17,4,5,1,1,5,1,0,0,2,2,2,1,13,3,2,263.73,220.35
17,6,6,1,2,3,1,0,0,3,3,3,1,5,8,2,208.4,254.77
17,4,5,1,1,3,1,0,0,2,2,2,2,25,20,2,377.46,416.87
18,1,1,1,0,5,1,0,0,3,3,3,1,17,2,2,289.45,226.07
17,5,3,1,1,5,2,0,0,2,2,2,1,7,4,2,208.57,226.45
18,5,5,1,1,3,1,0,0,3,3,3,2,10,9,2,246.56,302.73
17,4,2,1,1,3,3,0,0,2,2,1,2,20,7,2,318.88,300.5
17,4,4,1,1,3,3,0,0,3,3,3,4,5,5,2,183.31,209.55
17,6,5,1,2,3,1,0,0,3,3,2,1,15,9,2,260.14,289.5
17,3,3,1,1,5,1,0,0,3,3,2,4,16,7,2,288.68,241.55
17,6,5,1,2,3,1,0,0,3,3,3,3,12,6,2,247.58,283.98
19,3,2,1,1,3,1,1,0,2,2,2,1,18,7,2,290.74,275.25
17,3,5,1,0,3,3,0,0,2,2,1,1,10,6,2,235.59,255.96
17,5,3,1,1,3,3,0,0,3,3,2,2,12,5,2,246.41,247.68
19,2,2,0,0,3,1,1,0,3,3,3,2,13,4,2,246.48,233.84
17,4,5,1,2,5,2,0,0,3,2,2,1,22,14,2,349.04,353.37
18,2,2,1,1,5,3,0,0,2,2,2,1,10,4,2,229.16,231.26
19,1,1,1,0,3,1,1,0,3,2,3,1,23,2,2,330.73,239.6
18,3,3,1,0,3,1,0,0,3,2,2,2,12,4,2,256.87,257.66
18,3,3,1,0,3,1,0,0,2,3,3,1,11,7,2,256.31,308.68
17,5,4,0,0,3,1,0,0,2,3,2,1,20,9,2,302.79,309.42
18,3,6,1,1,5,2,0,0,3,2,3,2,13,6,2,260.14,232.27
19,1,1,0,0,3,1,1,0,2,2,1,1,11,3,2,249.04,203.74
17,5,3,1,0,3,1,0,0,3,3,2,1,14,5,2,257.53,262.95
17,2,2,0,0,3,1,0,0,2,2,2,4,11,6,2,242.26,246.55
18,3,4,1,0,5,1,0,0,1,1,1,1,7,3,2,202.58,233.14
17,2,2,0,0,5,1,0,0,3,2,2,3,13,5,2,273.79,263.58
17,1,3,0,0,3,1,0,0,2,2,2,3,13,12,2,255.44,334.12
18,2,2,0,0,5,1,0,0,3,2,3,1,9,4,2,238.51,257.93
18,3,4,0,0,3,1,0,0,3,2,1,1,12,7,2,264.14,250.44
18,5,5,0,0,5,1,1,0,3,2,2,4,7,11,2,210.66,333.45
17,5,1,1,2,5,2,0,0,3,2,2,2,21,7,2,334.05,265.58
19,4,3,1,1,3,1,1,0,3,3,2,1,11,7,2,234.83,308.88
17,3,5,1,1,5,1,0,0,3,3,3,1,21,13,2,309.41,340.08
17,3,2,1,0,5,1,0,0,3,3,3,4,15,4,2,275.57,266.46
20,2,2,0,0,7,1,2,2,3,2,2,2,18,5,2,294.91,243.28
18,4,4,0,0,3,1,0,0,2,2,1,3,4,3,2,184.07,224.3
18,3,2,0,0,3,1,0,0,3,2,2,2,4,5,2,187.08,203.86
17,5,5,1,0,3,1,0,0,3,3,3,4,22,11,2,323.77,320.81
17,1,1,0,0,3,1,0,0,3,3,3,3,19,5,2,308.52,267.51
19,3,3,1,2,5,3,1,0,2,3,3,1,14,3,2,261.99,203.3
18,3,1,1,0,3,1,0,0,3,1,2,2,11,4,2,239.06,224.05
17,5,1,0,0,3,1,0,0,3,1,1,1,15,3,2,279.58,248.37
19,1,3,0,0,3,1,2,0,3,2,1,2,20,16,2,324.98,377.89
19,5,1,1,1,5,1,1,0,3,3,3,2,18,9,2,292.08,298.39
18,4,4,0,0,3,1,0,0,2,2,2,1,17,10,2,292.42,295.93
18,1,3,0,0,3,1,0,0,3,3,3,2,20,11,2,315.43,355.06
17,4,3,1,0,3,1,0,0,3,3,3,2,20,12,2,309.1,344.27
17,5,5,1,1,3,3,0,0,2,3,3,1,10,5,2,245.99,223.36
17,3,3,1,1,5,3,0,0,3,3,2,1,17,4,2,293.65,232.62
19,3,2,1,0,5,1,2,0,2,2,1,1,19,8,2,305.85,296.36
19,3,1,1,1,3,1,1,0,3,2,1,3,10,1,2,199.11,205.27
17,2,2,0,0,3,1,0,0,3,3,2,1,8,5,2,221.74,232.68
18,6,6,1,1,3,1,0,0,2,2,2,2,11,4,2,255.45,216.88
18,4,4,0,0,5,1,0,0,3,3,3,1,21,11,2,321.09,320.26
18,1,1,1,0,3,1,0,0,2,2,2,1,18,2,2,299.77,243.71
18,2,2,0,0,3,1,1,0,2,2,1,4,16,5,2,278.21,278.05
17,4,4,1,0,3,1,0,0,2,2,2,2,7,6,2,200.48,289.2
18,5,5,1,0,3,1,0,0,3,3,3,4,18,12,2,309.3,337.51
17,2,6,1,1,3,3,0,0,3,2,2,4,17,17,2,297.96,404.79
17,3,4,1,1,3,1,0,0,1,1,1,2,8,6,2,215.8,260.83
17,5,6,1,0,5,3,0,0,2,2,2,1,8,4,2,204.72,220.84
17,5,5,1,1,3,1,0,0,3,3,3,2,23,10,2,343.24,279.47
17,6,5,1,0,3,1,0,0,3,3,1,1,7,5,2,208.33,230.16
18,5,2,1,1,3,1,1,0,3,3,3,1,5,6,2,195.74,200.67
17,5,3,1,0,3,1,1,0,3,3,3,3,20,7,2,302.96,249.35
19,1,1,1,0,5,1,1,1,3,2,3,1,21,10,2,330.98,306.81
17,4,4,0,0,5,1,0,0,1,2,2,2,9,5,2,241.67,219.79
17,3,5,1,1,5,2,0,0,3,3,2,1,20,6,2,312.37,271.19
17,3,2,1,0,3,1,0,0,3,3,3,4,23,14,2,345.52,360.13
18,3,3,1,0,3,1,0,0,3,2,1,3,7,10,2,222.21,319.63
17,4,5,1,0,3,1,0,0,3,2,1,1,16,4,2,281,226.76
17,3,4,1,0,3,1,0,0,3,3,2,4,12,10,2,261.94,319.73
17,1,1,1,0,5,1,0,0,3,3,2,4,21,4,2,333.85,241.91
17,5,3,0,0,5,1,0,0,3,2,2,1,21,3,2,315.38,226.86
18,3,3,1,0,5,1,0,0,2,2,2,4,14,3,2,273.1,245.99
18,5,2,1,0,3,1,0,0,2,2,2,1,13,4,2,260.34,242.18
17,3,2,1,0,3,1,1,0,2,3,3,1,11,5,2,331.32,283.9
18,3,4,0,0,3,1,1,0,2,2,2,1,17,5,2,287.28,264.69
17,2,2,1,0,3,1,0,0,2,2,2,2,11,6,2,236.57,227.88
18,1,1,0,0,5,1,1,0,2,2,2,4,21,11,2,319.64,358.83
17,3,5,1,1,3,1,0,0,2,2,1,1,24,9,2,345.2,323.57
18,5,3,1,0,5,1,0,0,3,3,3,2,9,4,2,226.64,229.4
19,3,2,0,0,5,1,1,0,3,3,3,4,16,13,2,284.92,324.85
17,5,5,1,0,3,1,0,0,2,2,2,2,9,9,2,235.93,318.31
18,3,3,1,0,3,1,0,0,3,2,2,1,16,6,2,275.71,223.98
19,1,3,1,0,5,1,1,0,3,3,3,3,10,2,2,239.17,223.6
18,2,2,0,0,5,1,1,0,3,2,3,4,22,20,2,332.7,421.88
19,2,2,0,0,3,3,2,0,2,1,3,2,12,3,2,257.05,201.42
18,5,3,1,1,3,1,1,0,2,2,2,1,7,1,2,220.58,177.61
17,4,1,1,0,3,1,0,0,2,3,3,1,15,7,2,284.78,316.4
17,4,3,0,0,5,1,1,0,3,2,2,1,9,2,2,229.57,224.12
18,3,3,0,0,3,1,0,0,2,1,3,2,6,2,2,177.77,186.43
19,3,1,0,0,5,1,0,0,2,2,2,3,16,7,2,266.11,228.85
17,3,3,0,0,3,1,0,0,3,3,2,3,9,5,2,238.3,240.99
18,5,1,1,0,5,1,0,0,2,2,2,1,9,6,2,243.53,251.33
20,2,2,0,0,5,1,2,0,2,2,2,1,19,6,2,295.99,208.44
18,4,1,1,1,3,1,0,0,2,2,2,3,7,9,2,204.35,289.99
17,5,3,1,0,3,1,0,0,2,2,2,2,7,3,2,216.77,227.87
17,3,3,1,0,5,1,0,0,2,3,2,4,21,6,2,320.48,257.49
18,4,2,0,1,5,2,1,1,1,2,2,2,9,5,2,224.08,224.64
18,4,3,0,0,3,1,0,0,2,2,2,2,7,7,2,220.31,254.94
20,1,1,0,0,3,1,0,1,3,2,2,3,18,7,2,292.59,261.25
17,1,3,0,0,3,1,0,0,2,2,2,2,22,12,2,338.06,343.48
17,3,3,1,0,3,1,0,0,3,2,2,2,12,6,2,261.09,267.86
19,3,3,0,0,3,1,1,0,3,1,2,4,19,5,2,300.72,259.85
18,3,3,1,0,7,1,0,0,3,2,2,4,8,3,2,218.27,212.9
17,2,2,1,0,3,1,0,0,2,3,2,2,9,3,2,238.77,254.51
17,5,1,0,0,5,1,1,0,2,2,2,4,21,9,2,308.38,324.37
18,3,3,1,0,3,1,2,0,3,2,2,1,23,8,2,341.32,307.57
19,2,2,0,0,3,1,1,0,2,2,2,2,14,5,2,277.9,244.91
17,4,3,1,1,3,1,0,0,3,3,3,1,13,5,2,250.17,235.95
17,1,1,0,0,3,1,0,0,2,2,2,1,16,6,2,277.91,247.39
17,3,1,0,0,3,1,0,0,3,3,2,2,8,3,2,236.92,219.99
17,3,3,1,0,3,1,0,0,2,3,3,4,15,13,2,275.61,348.63
18,3,3,1,0,3,1,0,0,3,3,3,2,19,5,2,300,253.56
18,2,2,0,0,5,1,0,0,3,2,2,4,24,9,2,355.99,272.39
19,3,1,0,0,3,1,1,0,3,3,3,2,22,5,2,322.03,209.1
18,2,1,1,0,3,1,0,0,2,2,2,1,22,2,2,338.66,236.67
17,1,4,1,0,3,1,0,0,2,1,3,1,12,4,2,264.79,240.48
19,2,1,1,0,3,1,1,0,2,2,0,2,16,7,2,273.56,294.78
19,2,2,0,0,3,3,2,0,1,2,2,2,5,5,2,205.79,268.7
18,4,3,0,0,3,1,1,0,3,2,3,4,18,17,2,297,407.39
19,3,2,0,0,3,1,1,0,0,1,2,1,14,8,2,247.35,321.61
17,5,1,1,0,5,1,1,0,2,2,2,1,11,7,2,220.8,285.77
20,2,2,0,0,3,1,0,0,2,2,2,1,10,4,2,236.3,215.64
18,4,3,0,0,3,1,1,0,2,2,2,2,15,12,2,277.21,318.45
18,2,2,1,1,3,1,0,0,3,3,2,1,15,3,2,261.42,209.3
17,3,2,1,0,3,1,0,0,3,3,3,4,15,6,2,272.08,254.16
17,1,1,0,1,5,1,0,0,3,2,2,2,16,7,2,297.42,310.59
17,2,2,0,0,3,1,0,0,2,2,2,1,19,12,2,300.19,327.3
18,2,2,0,0,7,1,0,0,3,2,2,1,12,5,2,254.37,233.21
20,3,3,0,0,3,1,2,1,1,1,2,4,21,5,2,328.08,268.96
20,3,4,0,0,5,1,1,0,1,2,1,1,11,4,2,245.05,188.9
19,1,1,0,0,3,1,1,0,3,2,2,1,14,4,2,275.14,233
18,2,2,1,0,3,1,0,0,3,3,3,2,6,3,2,212.69,208.57
17,3,3,1,0,3,1,0,0,3,3,3,3,6,5,2,205.17,248.34
18,1,1,1,0,3,1,0,0,3,3,3,2,12,7,2,264.44,232.49
17,3,3,1,0,5,1,0,0,1,3,3,1,16,7,2,289.39,236.19
18,2,3,0,0,3,1,0,0,3,3,3,1,14,5,2,257.28,268.01
17,3,2,1,1,3,1,0,0,3,3,2,4,8,7,2,231.18,209.51
19,2,2,1,0,3,1,2,0,2,2,2,1,19,7,2,305.38,255.21
17,6,6,1,1,5,1,0,0,3,3,3,3,11,7,2,261.79,186.14
20,1,1,1,0,5,1,1,1,2,2,2,1,9,4,2,218.91,200.64
19,3,2,1,0,7,1,2,0,2,2,2,2,18,6,2,302.17,279.6
18,2,2,1,0,3,1,1,0,3,3,3,3,21,13,2,322.67,384.49
20,2,2,0,0,7,1,0,0,3,3,2,1,11,2,2,234.2,184.18
18,2,2,1,0,3,1,1,0,3,3,2,3,20,3,2,304.53,236.75
17,3,3,0,0,3,1,0,0,2,2,2,3,15,3,2,268.45,239.26
19,1,4,0,0,3,1,1,0,2,3,2,2,19,7,2,302.34,297.9
20,3,3,0,0,5,1,1,1,2,2,2,1,8,7,2,224.21,267.4
19,3,2,1,0,3,1,1,0,3,3,3,4,9,4,2,238.49,235.82
17,2,2,1,0,3,1,0,0,3,2,2,2,19,4,2,314.97,288.87
17,1,1,1,0,5,1,0,0,1,1,1,1,8,2,2,215.2,219.72
17,3,5,1,2,3,1,0,0,2,2,2,4,23,14,2,338.14,365.97
18,5,2,1,1,3,1,1,0,3,3,2,1,18,9,2,294.98,294.79
18,2,2,0,0,3,1,0,0,2,2,2,4,24,9,2,340.04,304.02
17,5,5,1,0,3,1,0,0,2,2,3,1,13,3,2,260.4,231.13
17,1,1,1,0,5,1,0,0,2,2,2,1,6,4,2,188.48,230.15
19,1,1,0,0,3,1,1,0,3,3,3,3,7,4,2,209.36,220.35
17,4,1,1,0,3,1,0,0,2,2,2,2,18,7,2,294.29,250.9
18,4,2,0,0,3,1,0,0,3,3,3,1,17,3,2,269.63,238.36
19,2,2,0,0,3,1,1,0,2,2,2,1,13,4,2,261.26,250.89
19,4,3,1,0,3,1,0,0,2,2,2,1,20,6,2,320.13,262.18
19,6,1,1,1,3,1,2,0,3,3,3,1,8,6,2,234.36,249.44
18,3,3,0,0,3,1,1,0,2,2,3,1,9,4,2,234.79,246.14
18,5,3,1,0,3,1,0,0,1,1,1,2,10,7,2,221.66,268.98
17,1,2,0,0,5,1,0,0,3,2,2,1,11,7,2,259.67,220.52
20,5,5,1,1,3,1,2,0,2,3,2,4,19,14,2,306.85,348.17
18,1,1,1,1,3,1,0,0,3,2,2,1,18,9,2,289.66,323.82
20,5,1,0,0,5,1,2,2,2,2,2,1,10,5,2,241.82,254.97
20,3,3,1,0,5,1,2,2,2,2,2,2,15,9,2,266.52,274.79
18,6,5,1,0,3,1,0,0,2,3,3,2,21,7,2,316.32,282.3
19,3,2,1,0,5,1,2,0,2,2,2,2,13,4,2,250.49,223.72
19,3,3,1,0,3,1,1,0,3,3,3,2,6,3,2,200.29,222.56
19,4,2,1,0,5,1,0,0,1,0,2,1,12,4,2,251.49,223.52
19,1,1,1,0,3,1,0,0,3,3,2,2,13,3,2,262.88,200.74
17,2,5,1,0,3,1,0,0,3,3,3,1,15,3,2,286.75,213.63
20,3,3,1,0,5,1,2,0,2,2,2,1,16,7,2,277.35,263.29
19,1,1,0,0,7,1,0,0,2,2,2,2,16,5,2,268.78,262.03
20,1,2,1,0,3,1,2,0,2,2,2,2,10,6,2,234.46,271.95
18,2,5,1,0,3,1,0,1,2,2,2,3,17,11,2,284.1,321.06
19,2,2,0,0,3,1,2,0,2,2,3,4,19,11,2,309.02,298.26
17,2,2,1,0,3,1,0,0,3,3,3,1,20,17,2,320.21,430.98
17,5,2,1,0,3,1,0,0,2,2,2,3,15,4,2,275.04,237.56
17,4,4,1,0,5,1,0,0,3,2,3,2,23,15,2,345.22,400.06
18,3,3,1,0,3,1,0,0,3,2,2,4,17,13,2,295.65,375.59
18,4,1,0,0,3,1,1,0,2,2,3,4,11,4,2,233.17,223.81
20,1,2,1,1,5,1,0,0,2,2,2,4,22,9,2,336.08,321
17,2,2,0,0,3,1,0,0,3,3,3,2,13,4,2,260.09,241.54
18,4,2,1,0,5,1,1,0,3,2,2,4,14,5,2,258.81,233.45
18,3,1,1,0,3,1,0,0,2,1,2,2,8,9,2,222.43,263.97
17,4,3,0,0,3,1,0,0,3,2,3,1,7,7,2,204.76,235.53
17,1,1,0,0,3,1,0,0,2,2,2,2,9,6,2,215.39,228.96
19,5,5,1,0,3,1,0,1,3,1,1,1,12,4,2,252.32,230.22
19,2,2,0,0,7,1,2,0,2,2,2,1,5,2,2,179.78,190.46
20,3,1,1,0,3,1,2,1,3,3,2,3,16,4,2,271.92,251.86
18,4,4,1,1,3,1,0,0,3,2,2,2,18,5,2,299.24,245.89
19,1,5,0,0,3,1,1,0,2,2,2,2,14,7,2,275.05,269.06
17,6,6,1,2,5,2,0,0,2,2,2,1,11,4,2,337.4,261.07
17,4,2,0,0,3,1,0,0,3,3,3,1,11,2,2,242.86,196.78
20,2,2,1,1,3,1,0,2,3,2,2,4,23,18,2,341.49,395.43
18,2,2,1,0,3,1,0,0,3,2,3,1,22,7,2,332.48,265.03
19,2,2,1,0,3,1,2,0,3,2,2,3,19,7,2,308.94,251.06
17,4,2,1,0,3,1,0,0,3,3,2,2,10,4,2,249.16,225.31
18,2,3,0,0,3,1,0,0,3,3,3,2,15,5,2,284.9,231.15
18,6,3,1,0,3,1,1,0,2,3,3,3,11,3,2,245.54,245.08
19,1,1,1,0,3,1,2,0,3,2,3,2,14,3,2,266.41,211.6
18,3,3,1,0,5,1,0,0,2,2,1,2,14,5,2,270.94,276.8
19,2,2,1,0,5,1,0,1,0,3,0,2,20,11,2,332.01,277.19
18,2,2,1,2,5,1,0,1,3,3,2,1,17,9,2,294.85,301.28
18,1,4,0,0,3,3,2,1,1,3,1,2,6,6,2,185.08,242.9
18,4,1,1,1,5,1,0,0,2,2,2,4,18,8,2,305.71,291.4
17,2,2,1,1,3,1,0,0,2,3,1,1,18,10,2,285.71,320.66
17,1,1,1,1,3,1,0,0,3,3,3,2,10,2,2,255.64,197.97
17,4,5,0,1,3,1,0,0,2,1,2,1,20,4,2,315.25,278.76
17,3,5,1,0,3,1,0,0,2,2,1,1,10,4,2,245.45,194.86
17,1,2,1,0,3,1,1,0,2,2,2,1,15,5,2,269.44,212.4
17,3,4,0,0,3,1,0,0,3,2,2,1,4,4,2,185.34,225.96
18,4,3,1,0,5,1,1,0,3,3,3,2,18,5,2,298.46,254.91
19,3,1,1,0,3,1,2,0,3,2,2,1,15,5,2,269.22,230.81
19,3,5,1,1,5,1,1,0,2,2,2,1,14,8,2,274.87,263.21
18,5,5,0,1,3,1,1,0,0,0,0,1,12,5,2,250.3,297.23
18,1,2,1,0,3,1,1,0,3,2,3,1,16,5,2,279.96,254.75
17,2,2,1,1,5,3,0,0,2,2,2,4,18,14,2,298.25,376.99
17,3,3,1,0,3,1,0,0,3,3,2,1,24,5,2,351.29,269.17
20,1,1,1,0,3,3,1,1,3,3,2,2,7,6,2,184.03,280.19
18,6,4,1,1,3,1,0,0,3,3,3,1,17,8,2,295.47,288.7
20,4,1,0,0,3,1,2,0,2,1,2,1,10,2,2,218.64,196.3
17,5,2,1,0,3,1,0,0,2,3,2,2,10,8,2,255.35,259.2
19,5,4,1,1,5,1,1,0,2,1,2,2,11,5,2,241.96,251.79
20,1,1,0,0,7,1,1,0,0,1,1,4,22,6,2,332.69,281.5
18,2,2,1,0,3,1,0,0,3,3,3,4,18,5,2,303.71,243.58
19,3,3,1,1,7,1,2,1,3,3,3,2,17,14,2,289.62,347.49
18,1,2,1,1,3,1,0,0,1,2,2,1,14,12,2,265.3,327.14
18,5,5,1,1,3,1,0,0,2,2,2,2,19,10,2,307.05,353.77
17,1,1,0,0,3,1,0,0,2,2,2,2,12,3,2,248.38,192.78
18,1,1,0,0,7,1,0,0,2,3,2,3,13,5,2,258.99,255.67
18,5,5,1,0,3,1,0,0,1,0,0,3,13,6,2,259.05,235.08
17,2,4,1,0,3,3,0,0,2,2,1,2,11,12,2,234.33,316.09
17,2,2,0,0,3,1,0,0,2,2,2,1,7,4,2,214.13,251.69
18,3,2,0,0,3,1,0,0,3,2,2,1,11,4,2,246.97,188.24
18,1,2,1,2,3,2,0,0,2,2,2,4,10,6,2,233.39,197.12
17,2,2,1,2,5,1,0,0,3,2,3,3,15,11,2,264.07,343.1
17,1,2,1,0,5,1,0,0,3,2,3,1,10,5,2,244.77,239.11
17,2,2,0,0,3,1,0,0,3,2,2,2,21,10,2,324.32,323.37
17,3,1,0,0,3,1,0,0,2,2,2,4,19,4,2,307.62,227.15
17,3,1,1,0,3,1,0,0,3,3,3,3,13,7,2,258.81,255.05
18,3,3,1,1,3,1,0,0,3,3,3,4,23,12,2,343.14,328.48
17,3,1,1,0,3,1,0,0,2,2,2,4,13,3,2,237.98,220.54
17,5,5,1,1,3,3,0,0,2,2,2,3,10,8,2,231.93,248.09
17,1,1,1,0,3,1,0,0,2,2,2,3,8,6,2,209.95,265.4
18,5,1,1,0,3,1,1,0,2,2,2,1,23,15,2,345.1,393.93
19,3,1,1,1,3,1,0,0,1,3,2,2,20,10,2,310,296.86
17,2,2,1,1,3,1,0,0,2,2,2,1,19,11,2,312.22,349.13
19,3,1,0,2,9,2,2,0,1,0,2,1,9,3,2,242.7,247.7
18,3,4,0,0,3,1,1,0,3,3,1,1,9,6,2,242.38,231.91
18,2,2,1,0,3,1,0,0,2,2,2,1,12,7,2,250.7,264.1
18,4,4,0,0,3,1,0,0,0,0,0,1,11,4,2,241.45,270.51
17,2,5,1,2,3,1,0,0,3,2,3,1,21,10,2,328.58,306.44
20,1,3,1,0,5,1,0,2,3,2,3,4,22,5,2,328.78,245.58
20,1,1,0,0,3,1,2,0,1,2,2,2,11,4,2,249.87,243.22
18,3,4,1,0,5,1,0,0,3,2,3,3,4,4,2,185.42,217.15
18,6,2,1,0,3,1,0,0,3,3,3,1,6,4,2,187.29,233.41
18,4,1,1,0,5,1,1,1,2,3,1,2,20,11,2,319.43,329.38
19,3,6,1,1,3,1,1,0,3,2,2,4,16,8,2,296.79,279.93
18,1,1,0,0,7,1,0,0,2,2,2,4,20,15,2,316.19,375.82
18,3,3,1,1,3,1,0,0,2,2,2,1,23,10,2,342.24,282.82
17,1,1,1,1,3,1,0,0,2,2,0,4,12,3,2,238.19,250.84
17,5,3,0,0,3,1,0,0,2,3,2,4,18,9,2,303.19,288.01
17,6,5,0,1,3,3,0,0,1,2,2,2,23,9,2,333.06,326.53
17,1,5,0,0,3,1,0,0,3,3,3,2,21,6,2,331.45,252.19
17,6,6,1,0,3,1,0,0,3,2,2,1,16,9,2,298.32,286.88
17,3,3,1,1,3,1,0,0,3,2,2,2,9,8,2,216.68,253.95
17,6,5,1,1,3,1,0,0,2,2,2,1,17,12,2,290.89,340.74
17,5,5,1,1,3,1,0,0,3,3,3,1,14,11,2,274.3,295.55
17,5,5,1,1,5,3,0,0,2,2,2,4,7,10,2,193.82,310.93
17,1,5,1,1,3,1,0,0,2,3,2,3,11,9,2,240.15,230.86
18,5,5,0,0,3,1,0,0,2,2,2,1,18,9,2,301.59,249.49
17,6,6,1,2,5,1,0,0,2,2,2,2,19,15,2,310.46,378.17
17,6,6,1,2,3,3,0,0,3,3,3,4,24,9,2,369.58,317.02
17,2,2,1,0,5,1,0,0,2,1,2,1,14,8,2,279.4,322.3
17,4,3,1,0,3,1,0,0,3,3,3,2,18,7,2,289.17,284.53
17,5,4,1,1,3,1,0,0,2,2,3,4,18,5,2,281.81,247.33
17,3,3,0,0,3,1,0,0,2,3,2,4,22,10,2,333.19,318.11
17,2,2,1,0,3,1,0,0,2,2,1,4,25,18,2,387.37,379.58
17,2,2,0,1,5,1,2,0,2,2,2,1,12,7,2,257.9,254.07
17,3,1,1,1,3,1,0,0,3,2,2,4,19,7,2,303.68,295.94
17,5,3,0,0,3,1,0,0,2,2,2,2,15,9,2,287.7,285.58
17,5,4,0,0,5,1,0,0,2,3,0,1,22,11,2,330.47,356.15
17,2,2,1,1,3,1,0,0,3,3,3,1,20,6,2,319.18,263.14
18,4,2,1,1,3,1,0,0,3,3,3,2,22,11,2,324.53,326.62
17,5,5,1,0,5,2,0,0,3,3,2,4,11,7,2,247.35,282.74
17,3,5,1,1,5,1,1,0,2,2,2,1,18,6,2,288.27,281.51
18,3,3,0,0,5,1,0,0,3,2,2,3,17,3,2,300.59,227.63
17,4,3,0,0,3,1,0,0,3,2,1,1,10,4,2,249.05,245
17,5,5,0,0,3,1,0,0,3,3,2,2,6,6,2,211.35,252.38
17,4,1,1,1,5,1,0,0,3,1,2,1,9,3,2,210.14,220.22
17,5,5,0,0,3,1,0,0,2,3,2,1,16,7,2,284.97,261.38
17,6,4,1,1,3,1,0,0,2,3,2,4,20,7,2,304.91,297.92
17,4,2,0,0,3,1,0,0,2,2,1,2,25,8,2,359.53,306.3
17,5,5,1,1,3,3,0,0,2,3,3,1,16,7,2,294.64,292.85
17,5,4,1,1,5,1,0,0,3,2,2,2,5,2,2,181.51,211.56
17,6,6,1,2,5,2,0,0,2,2,2,3,8,4,2,218.25,235.08
17,4,6,1,2,3,1,0,0,2,3,2,2,4,5,2,165.36,241.91
17,4,3,0,0,5,1,0,0,3,2,2,1,16,8,2,275.12,242.61
17,4,2,0,0,3,1,0,0,3,3,3,4,23,9,2,356,319.44
17,2,5,1,1,5,3,0,0,3,3,2,2,11,5,2,234.32,233.64
17,5,3,0,0,3,1,1,0,2,1,2,2,8,10,2,224.24,280.16
17,5,6,1,1,3,3,0,0,2,3,2,4,14,7,2,253.65,257.96
17,2,4,1,1,5,3,0,0,3,3,2,2,9,2,2,235.24,222.37
17,6,6,1,1,5,2,0,0,2,2,2,4,8,3,2,231.51,211.95
18,4,4,0,0,7,3,0,0,3,3,1,2,8,4,2,195.92,231.79
18,5,5,1,1,5,2,0,0,2,2,2,2,7,7,2,188.74,272.48
17,5,6,1,2,3,3,0,0,2,1,2,2,12,8,2,256.54,297.8
17,5,5,1,1,5,3,0,0,1,2,2,1,7,2,2,194.34,194.53
17,4,4,1,0,3,3,0,0,3,3,1,2,14,4,2,266.04,221.17
17,2,2,0,0,3,1,0,0,3,3,2,4,13,4,2,266.69,203.99
17,4,4,1,1,3,1,0,0,2,3,3,2,16,12,2,281.3,319.57
18,5,2,1,0,3,1,0,0,2,2,2,2,17,10,2,299.41,297.32
17,6,5,1,1,5,3,0,0,3,3,2,2,10,7,2,249.27,206.34
17,5,6,1,2,5,3,0,0,3,2,2,1,4,4,2,164.68,229.06
17,3,4,0,0,3,1,0,0,2,2,2,1,13,4,2,249.81,223.8
19,3,3,0,0,3,1,1,0,3,3,3,4,19,10,2,298.35,305.68
18,4,4,1,0,7,1,0,0,3,3,2,3,10,7,2,207.32,309.18
17,3,4,1,0,5,1,0,0,2,3,2,1,7,4,2,203.25,260.74
19,4,1,1,2,3,3,1,0,1,1,1,2,7,10,2,213.67,314.55
18,2,2,1,0,3,1,0,1,3,3,3,1,11,4,2,223.03,261.82
17,4,4,1,0,5,1,0,0,2,3,3,4,20,17,2,308.13,395.93
18,3,2,0,0,5,1,0,0,2,2,1,1,13,7,2,269.55,226.45
19,3,3,0,0,3,1,1,0,2,2,1,3,20,6,2,307.59,281.91
19,3,3,0,0,3,1,2,0,2,2,2,2,8,4,2,204.49,227.32
17,5,4,1,0,3,1,0,0,2,2,2,1,17,4,2,277.96,269.06
17,5,5,1,1,3,3,0,0,3,2,2,1,7,2,2,211.04,209.37
18,5,5,1,1,5,3,0,0,2,3,3,3,23,8,2,332.95,305.7
17,3,3,0,0,3,1,1,0,3,3,2,4,17,9,2,291.26,332.65
18,4,4,0,0,5,1,1,1,2,3,3,1,19,6,2,304.9,263.11
18,2,2,1,1,3,1,0,0,0,0,0,2,14,11,2,271.94,323.83
17,6,3,1,2,5,1,0,0,2,3,2,1,21,13,2,328.4,339.5
18,3,4,0,0,3,1,0,0,2,2,2,2,12,6,2,242.93,228.26
