IDADE,FORMAÇÃO DA MÃE,FORMAÇÃO DO PAI,ACESSO A INTERNET,NUMERO DE COMPUTADORES,INICIOU OS ESTUDOS,CURSO O ENSINO FUNDAMENTAL,REPROVOU,ABANDONOU A  ESCOLA,GESTÃO ESCOLAR / PROFESSORES TRABALHAM COM FOCO NO SPAECE,PROFESSORES TIRAM DUVIDAS,PROFESSORES CORRIGEM AS ATIVIDADES,TURNO ESCOLAR,NUMERO DE PONTOS EM PORTUGUES,NÚMERO DE PONTOS EM MATEMÁTICA,SEXO,PROFICIENCIA EM PORTUGUES,PROFICIENCIA EM MATEMÁTICA
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
,,,,,,,,,,,,,,,,,
17,6,4,1,1,3,3,0,0,3,3,2,2,21,5,2,327.7,252.29
17,5,4,1,2,3,2,0,0,3,3,1,1,7,5,2,172.99,209.4
17,5,5,0,1,3,3,2,1,1,2,2,3,8,4,2,230.22,225.51
17,6,5,1,1,3,3,0,0,2,2,1,2,14,10,2,279.46,291.61
19,5,5,1,0,3,1,0,0,2,2,2,2,7,4,2,211.11,214.2
19,1,1,1,1,5,1,0,0,2,2,2,4,13,6,2,245.69,211.37
18,6,2,0,0,7,1,0,0,3,2,2,3,12,9,2,237.39,330.45
17,5,5,1,1,3,2,0,0,2,2,2,2,14,7,2,273.88,222.85
19,2,2,1,0,3,3,1,0,2,2,2,2,8,6,2,210.52,235.29
17,3,3,1,2,3,3,0,0,3,3,2,2,16,6,2,278.17,257.62
17,1,1,1,0,5,1,0,0,3,2,1,1,13,5,2,266.19,239.9
17,5,5,1,0,3,1,0,0,3,3,2,1,6,7,2,202.24,258.11
18,2,2,1,0,5,1,0,0,3,3,3,2,16,10,2,279.63,322.64
18,4,4,1,1,5,1,1,0,2,2,2,4,14,9,2,275.7,316.55
17,5,6,1,1,3,3,0,0,2,3,2,4,22,21,2,338.89,430.68
17,1,1,1,0,5,3,0,0,2,2,1,1,6,3,2,207.53,212.27
18,5,5,1,1,5,3,0,0,2,2,1,1,23,5,2,330.16,225.35
17,5,5,1,0,3,3,0,0,2,2,3,2,19,7,2,291.15,266.78
18,1,1,1,1,5,1,0,0,3,3,1,2,18,5,2,297.53,229.28
17,4,3,1,2,3,1,0,0,2,2,2,1,22,8,2,324.54,355.8
17,4,4,1,1,3,2,0,0,3,3,2,3,8,3,2,221.4,212.79
18,6,5,1,1,3,3,0,0,3,3,3,4,20,14,2,324.78,328.71
18,3,1,1,0,5,1,0,0,1,2,1,4,17,5,2,279.09,262.45
18,3,3,1,1,3,1,0,0,3,3,3,2,11,6,2,254.8,249.1
17,5,5,1,0,3,3,0,0,3,3,3,1,9,4,2,238.99,222.12
17,6,5,1,1,5,3,0,0,3,3,3,4,14,17,2,282.16,376.25
18,4,4,0,0,3,1,0,0,3,3,3,1,17,16,2,302.82,367.58
17,3,5,0,0,3,1,0,0,2,2,1,1,14,5,2,252.27,252.29
17,4,5,1,2,3,1,0,0,2,2,2,4,22,16,2,334.49,388.13
17,3,3,1,0,5,1,0,0,3,2,2,3,10,2,2,242.76,222.56
18,5,5,1,2,3,1,0,0,2,1,1,1,13,4,2,248.23,239.4
18,3,2,1,1,5,1,0,0,3,3,2,1,9,3,2,246.13,215.5
17,1,1,0,0,3,3,0,0,3,3,3,3,11,8,2,239.7,293.4
17,5,4,1,0,5,3,0,0,2,2,1,4,14,10,2,268.2,314.9
17,3,2,1,1,3,1,0,0,2,3,2,1,17,3,2,277.12,201.83
19,2,2,0,0,5,1,2,1,2,2,2,3,14,3,2,257.56,185.23
17,5,6,1,2,5,2,0,0,2,2,1,3,11,2,2,250.94,226.18
18,4,4,1,0,3,3,0,0,2,2,2,4,22,16,2,342.65,369.83
17,6,5,1,1,5,2,0,0,3,2,1,2,10,9,2,235.52,300.15
17,5,2,1,2,3,1,0,0,3,3,3,2,9,6,2,239.4,257.06
17,5,5,1,0,3,1,0,0,3,3,3,1,14,6,2,261,234.64
18,5,5,0,0,3,1,0,0,3,2,3,4,21,9,2,331.95,297.19
19,3,5,1,1,5,1,1,0,3,3,3,3,7,3,2,208,231.52
17,5,5,1,2,3,2,1,0,2,2,2,1,19,11,2,316.22,331.18
17,4,3,0,0,3,1,0,0,3,3,3,1,14,3,2,261.56,242.3
17,6,6,1,1,3,3,0,0,3,3,3,2,9,5,2,227.39,262.23
17,6,5,1,1,5,3,0,0,2,3,2,1,16,7,2,298.29,301.4
17,5,2,1,1,3,2,0,0,3,3,2,1,7,7,2,210.49,259.46
17,3,1,0,0,3,1,0,0,2,2,3,3,5,8,2,189.87,256.96
17,5,5,1,1,3,2,0,0,2,2,2,1,9,4,2,224.89,240.17
17,5,6,1,1,3,3,0,0,3,3,3,3,9,2,2,237.73,223.04
18,5,5,1,1,3,2,0,0,2,2,2,2,19,7,2,297.11,302.53
17,4,4,1,0,3,1,0,0,3,2,2,1,23,2,2,346.19,228.31
17,6,2,1,1,3,2,0,0,3,3,2,4,21,15,2,336.28,355.59
18,5,5,1,0,7,3,1,0,2,3,3,1,19,2,2,305.78,227.78
17,4,3,1,1,5,3,0,0,3,3,3,2,7,5,2,209.02,270.77
17,4,4,1,1,3,1,0,0,3,3,2,1,11,4,2,253.32,232.42
17,6,5,1,0,5,1,0,0,2,2,2,4,15,9,2,279.6,322.98
18,2,2,1,0,3,1,0,0,3,3,2,1,20,13,2,323.23,345.25
18,3,4,0,0,3,1,0,1,3,3,3,1,13,11,2,260.1,300.22
19,1,5,0,0,7,1,2,1,3,3,2,4,24,12,2,357.42,340.54
18,5,5,1,1,3,1,0,0,3,2,3,2,20,15,2,319.68,357.22
17,1,1,1,0,5,1,0,0,3,3,3,3,16,0,2,287.32,198.48
19,5,5,1,2,5,2,1,0,3,2,3,4,18,16,2,297.53,387.26
18,6,6,1,2,3,2,0,0,2,3,3,3,16,6,2,273.99,207.2
17,6,6,1,1,7,3,2,2,0,1,2,1,17,7,2,292.47,259.6
17,5,4,1,0,7,1,0,0,3,3,3,1,18,7,2,289.47,308.9
17,2,2,1,0,3,1,0,0,2,2,2,3,15,5,2,285.75,221.87
17,6,3,1,2,3,1,0,0,2,1,2,1,2,2,2,161.05,225.7
18,4,4,1,0,3,1,0,0,2,2,2,1,16,4,2,292.21,250
17,4,3,0,0,3,1,0,0,3,2,2,1,8,2,2,223.44,226.07
17,6,1,1,1,5,3,0,0,2,2,2,2,12,6,2,263.01,231.39
17,4,5,0,0,3,1,0,0,2,2,2,4,16,6,2,285.65,279.21
17,5,4,1,0,3,1,0,0,2,2,2,2,5,7,2,161.52,240.87
18,3,2,0,0,3,1,0,0,2,2,2,2,10,2,2,236.29,217.16
17,5,4,0,0,3,3,0,0,3,3,1,1,18,5,2,299.95,251.29
18,5,6,1,1,5,1,0,0,3,3,2,4,24,12,2,378.16,327.39
18,3,5,1,2,3,1,0,0,3,3,2,2,23,13,2,350.38,358.48
17,4,1,1,1,3,1,0,0,3,2,3,3,1,0,2,146.11,174.53
17,6,3,1,0,3,1,0,0,2,3,2,1,14,8,2,272.99,285.35
18,3,3,1,1,5,1,0,0,3,3,3,1,15,4,2,277.03,232.6
17,1,3,1,0,3,1,0,0,2,2,2,3,21,2,2,320.4,252.45
18,6,6,1,2,5,3,0,0,2,2,2,4,11,6,2,243.09,263.29
17,6,5,1,1,3,3,0,0,3,2,2,3,23,10,2,318.58,314.75
17,5,5,1,1,5,2,0,0,3,2,2,1,13,5,2,255.29,240.31
18,5,3,1,1,5,1,0,0,2,2,2,4,20,8,2,310.79,328.15
17,4,3,1,1,3,1,0,0,3,2,3,4,19,12,2,308.31,292.95
18,5,3,1,1,3,1,0,0,3,2,2,2,5,3,2,182.86,196.38
18,4,5,1,1,5,2,0,1,2,2,2,1,19,17,2,308.78,391.6
18,5,2,1,0,3,1,0,0,3,3,3,1,13,2,2,256.75,209.33
17,5,3,1,1,3,1,0,0,2,2,2,3,15,0,2,264.35,195.16
18,1,3,1,1,3,1,0,0,2,3,1,2,21,12,2,334.57,332.31
18,6,3,1,2,3,1,0,0,2,2,3,1,17,4,2,293.05,241.25
18,2,3,1,0,3,1,0,0,2,2,2,1,22,7,2,331.79,232.72
17,5,2,1,2,3,2,0,0,3,3,3,3,22,8,2,330.62,293.18
17,4,4,0,1,3,1,0,0,2,2,3,1,9,6,2,230.65,242.18
17,3,3,1,0,5,1,0,0,2,2,2,1,21,15,2,331.19,356.67
17,2,2,0,0,3,1,0,0,3,3,3,3,17,5,2,273.28,254.06
17,2,4,1,1,5,1,0,0,2,2,2,4,16,4,2,273.15,242.43
17,6,4,1,0,3,1,0,0,2,2,2,2,12,10,2,234.56,303.08
18,2,2,1,1,5,1,0,0,2,2,3,1,18,7,2,290.51,277.03
17,5,5,1,1,3,1,0,0,1,3,1,2,16,6,2,297.4,269.49
18,3,5,0,1,3,1,0,0,2,2,2,3,4,4,2,173.47,225.65
18,5,5,1,0,3,3,0,0,2,2,2,2,8,3,2,228.08,243.83
18,1,1,0,0,7,1,0,0,2,3,3,1,16,8,2,289.82,290.38
18,6,6,0,0,3,1,0,0,2,2,2,2,12,7,2,265.38,251.89
17,5,5,1,0,3,1,0,0,2,2,3,1,17,4,2,275.29,208.66
17,5,3,1,0,3,1,0,0,2,2,2,1,17,6,2,295.95,231.56
17,6,5,0,0,3,1,0,0,2,2,2,1,3,5,2,174.93,243.26
18,1,1,0,1,5,1,0,0,3,2,2,2,23,8,2,329.87,335.05
17,3,1,0,0,7,1,0,0,2,2,2,2,13,9,2,262.1,354.51
20,2,2,0,0,3,1,2,1,2,2,2,1,12,10,2,258.46,290
17,4,4,0,0,5,1,0,0,3,3,3,1,8,6,2,231.35,266.27
18,3,1,1,0,5,1,0,0,2,2,1,4,15,9,2,281.55,289.13
17,3,5,0,0,3,1,0,0,1,0,1,3,17,7,2,299.91,257.98
20,1,1,0,0,5,1,1,0,1,1,2,2,15,10,2,286.44,326.36
18,3,5,1,0,3,1,0,0,2,3,2,2,10,7,2,233.89,295.07
19,4,3,1,0,5,1,2,0,1,1,2,1,14,6,2,270.94,284.66
17,2,2,0,0,5,1,0,0,2,2,2,2,13,2,2,263.3,231.35
17,1,3,0,0,3,1,0,0,1,2,1,2,8,5,2,210.2,248.82
18,5,2,0,0,3,1,0,0,3,2,3,1,8,7,2,234.58,298.71
17,2,2,0,0,3,1,0,0,2,2,2,2,19,6,2,306.19,228.88
18,2,2,1,0,3,1,1,0,3,3,3,1,19,21,2,316.06,413.89
17,1,5,1,0,5,1,0,0,2,2,2,2,4,9,2,192.77,308.19
19,3,1,0,0,3,1,1,0,3,2,2,4,21,9,2,312.02,319.82
18,3,3,1,0,3,1,0,0,1,2,2,1,14,3,2,252.97,207.38
18,3,3,0,0,7,1,0,0,2,3,3,4,23,15,2,359.69,375.11
18,3,3,1,0,3,1,0,0,2,2,2,4,16,12,2,279.23,353.51
19,1,1,1,0,7,1,1,0,2,2,2,2,17,6,2,284.86,207.08
19,2,2,0,0,3,1,1,0,3,1,0,1,17,8,2,289.5,242.77
19,4,3,0,0,7,1,0,0,2,2,2,1,14,8,2,275.43,270.41
17,1,1,0,0,3,1,0,0,2,2,3,2,12,6,2,259.85,258.1
17,3,3,0,0,3,1,0,0,1,3,2,4,16,5,2,286.85,248.39
20,1,2,0,0,5,1,1,0,1,1,3,1,22,15,2,337.8,376.5
19,1,1,0,0,3,1,1,0,2,2,2,1,8,4,2,208.64,230.12
18,2,2,1,0,5,1,0,0,1,2,1,1,11,2,2,239.87,209.41
17,2,2,1,0,5,1,0,0,2,1,2,4,16,6,2,276.91,259.48
19,3,3,1,0,3,1,2,0,3,3,3,2,9,8,2,229.42,266.53
17,5,6,0,0,5,1,0,0,2,2,2,2,22,16,2,319.39,404.89
18,3,3,0,0,3,1,0,0,2,2,2,1,20,7,2,322.97,258.01
19,3,3,1,0,3,1,2,1,3,2,2,1,17,7,2,296.43,231.94
17,2,2,0,0,5,1,0,0,3,2,2,2,5,6,2,187.31,301.01
20,2,2,0,0,5,1,0,2,3,3,2,1,11,5,2,213.28,236.58
17,5,4,1,0,5,1,0,0,2,2,2,1,18,12,2,308.47,343.39
18,2,2,1,2,3,1,0,0,1,2,2,4,22,14,2,337.26,367.16
18,6,5,1,1,7,1,2,0,2,2,1,1,20,7,2,316.91,270.7
18,4,4,1,0,3,1,0,0,0,0,0,1,20,18,2,316.46,406.98
17,2,2,1,0,3,1,1,0,2,2,2,1,13,8,2,271.08,277.63
18,2,2,0,0,3,1,0,0,2,2,2,4,21,4,2,335.35,278.5
17,3,1,0,0,7,1,0,0,2,2,1,1,10,8,2,239.91,264.81
17,4,5,0,1,5,1,0,0,3,3,1,4,22,14,2,321.34,355.19
17,2,2,1,1,3,1,0,0,2,3,3,4,10,7,2,243.04,262.13
18,3,3,0,0,3,1,0,1,2,2,2,3,13,4,2,263.19,232.38
18,3,2,0,0,3,1,0,0,2,2,2,4,14,9,2,256.36,281.47
20,3,1,0,0,5,3,2,1,1,1,2,2,7,9,2,227.04,297.46
18,3,6,0,0,3,1,0,0,2,2,2,1,19,3,2,320.34,200.69
17,4,4,1,0,5,1,0,0,3,2,2,1,15,11,2,267.45,338.28
17,2,2,0,0,7,1,0,0,2,1,2,1,15,9,2,256.2,328.89
17,1,2,1,0,3,1,0,0,2,2,2,2,12,2,2,254.59,204.24
17,5,1,1,0,3,1,0,0,3,3,3,1,15,10,2,268.49,329.43
17,3,3,1,1,3,1,0,0,2,2,1,1,19,14,2,310.25,332.17
18,2,2,0,0,3,1,0,0,2,2,2,2,2,9,2,160.9,273.15
17,3,3,0,0,3,1,0,0,2,2,2,2,13,6,2,248.6,227.76
19,3,4,0,0,5,1,1,0,2,3,2,3,11,4,2,242.1,252.23
18,1,2,0,0,3,1,1,0,1,2,2,1,22,11,2,331.26,346.95
19,3,3,0,0,3,1,2,0,2,1,3,3,13,4,2,252.91,239.12
17,3,3,0,0,3,2,0,0,2,2,0,1,17,4,2,297.38,243.43
17,4,2,1,0,3,1,0,0,2,2,2,1,21,17,2,324.29,385.81
18,3,2,1,0,3,1,0,0,0,2,0,1,10,3,2,237.76,243.35
17,3,1,0,0,3,1,0,0,1,2,1,1,8,3,2,231.42,238.27
18,4,3,0,0,5,1,0,0,2,3,1,2,14,4,2,276.55,236.59
18,2,2,0,0,7,1,0,0,1,1,1,2,9,5,2,216.31,246.77
17,3,3,0,0,3,1,0,0,3,2,2,1,23,16,2,339.87,388.95
17,2,2,0,0,3,1,0,0,3,3,2,4,9,4,2,221.08,263.59
19,1,1,0,0,3,1,2,1,2,2,2,3,9,8,2,221.95,237.76
17,2,2,1,1,5,3,0,0,2,2,2,2,10,5,2,231.21,270.01
17,2,2,0,0,3,1,0,0,2,2,2,2,10,4,2,242.76,219.01
18,3,3,1,0,5,1,0,0,2,2,2,3,7,2,2,220.75,219.12
17,2,2,0,0,5,1,0,0,1,2,0,1,7,5,2,195.51,206.2
17,5,5,1,0,3,1,0,0,2,0,0,2,15,6,2,279.52,306.44
18,2,6,0,0,3,1,0,0,0,1,2,2,14,7,2,255.5,274.18
17,1,1,0,0,3,1,0,0,2,2,2,4,19,15,2,309.97,392.1
17,3,3,1,0,3,1,0,0,3,3,2,4,21,6,2,310.66,283.26
20,4,3,1,0,9,1,2,0,3,2,2,2,10,6,2,226.81,240.61
18,5,5,0,0,3,1,0,1,2,2,2,2,12,1,2,257.48,218.52
17,2,2,0,0,3,1,0,0,3,2,3,1,22,7,2,334.81,268.74
19,3,1,0,0,3,1,2,0,2,2,2,1,14,5,2,266.79,235.74
17,2,2,0,0,5,1,0,0,3,2,2,4,16,1,2,271.46,196.67
17,4,4,1,0,3,1,0,0,3,3,3,2,7,3,2,182.84,227.45
17,3,1,0,0,3,1,0,0,3,2,2,4,13,8,2,237.62,271.46
17,3,3,1,0,3,1,0,0,2,2,2,1,11,6,2,246.28,282.03
18,4,5,1,0,7,1,0,0,3,2,2,2,11,11,2,229.93,289.13
17,3,1,0,0,3,1,0,0,3,2,2,4,21,17,2,336.12,391.45
19,2,2,1,0,3,3,1,1,2,2,2,1,7,4,2,212.04,222.63
18,2,2,0,0,3,1,0,0,3,3,3,1,16,7,2,297.03,283.24
18,5,5,1,1,3,1,0,0,3,2,2,3,6,5,2,174.19,236.26
20,4,1,1,0,3,1,1,2,2,2,2,2,8,6,2,231.49,274.85
20,3,3,1,1,3,1,1,1,3,3,3,1,11,6,2,234.3,242.27
17,6,2,1,1,3,1,0,0,2,2,2,1,15,4,2,283.29,216.32
18,2,2,1,0,3,1,0,0,2,2,2,1,4,4,2,175.84,220.32
19,2,2,0,0,5,1,2,0,2,1,1,2,14,7,2,271.19,294.15
17,4,4,0,0,3,1,0,0,2,2,2,1,8,5,2,214.52,234.51
17,4,3,0,2,3,1,0,0,2,2,2,2,5,13,2,194.66,357.98
18,2,2,1,0,5,1,0,0,2,2,2,1,18,14,2,302.85,370.08
18,6,3,1,2,3,1,1,0,3,2,2,1,10,5,2,232.95,249.5
20,1,1,0,0,3,1,1,2,3,2,1,2,23,10,2,338.28,333.43
18,2,2,0,0,3,1,0,0,3,3,3,1,15,7,2,283.79,294.23
17,5,4,1,1,3,1,0,0,2,3,3,4,14,2,2,273.97,229.71
20,3,3,0,0,3,1,2,1,3,3,2,2,6,6,2,201.52,252.6
18,1,1,0,0,3,1,0,0,2,2,2,1,23,10,2,346.87,277.29
18,2,2,0,0,3,1,1,0,2,3,2,3,6,4,2,205.74,234.79
19,2,2,0,0,7,1,2,0,2,2,2,2,4,5,2,182.37,259.88
20,2,2,0,0,3,1,0,0,0,1,3,3,14,2,2,257.27,200.77
17,2,2,0,0,3,1,0,0,2,2,2,1,12,4,2,252.06,228.04
19,2,2,1,0,3,1,1,2,2,2,2,1,19,9,2,294.5,287.35
18,3,1,1,0,5,1,0,0,2,2,2,4,19,6,2,308.93,286.72
18,3,1,1,0,3,1,0,1,2,2,2,2,6,6,2,187.21,235.08
18,3,3,0,0,7,1,0,0,2,2,1,4,13,4,2,257.28,192.29
19,4,4,0,0,3,1,1,0,3,2,2,2,19,15,2,314.97,364.44
18,4,5,1,0,7,1,0,0,1,1,1,1,13,7,2,261.61,280.38
17,2,2,0,0,3,1,0,0,3,2,1,2,21,11,2,331.39,319.55
20,3,1,0,0,5,1,1,0,3,2,3,4,22,8,2,328.23,253.1
17,3,1,0,0,3,1,0,0,3,3,3,1,22,19,2,336.72,403.03
18,2,2,1,0,3,1,0,0,3,2,2,4,11,10,2,222.4,306.55
18,1,4,0,0,3,1,0,0,3,3,3,1,6,6,2,200.16,198.89
18,3,4,1,0,5,1,0,0,2,2,2,4,14,6,2,277.37,246.22
18,4,3,0,0,5,1,0,0,3,2,2,1,24,5,2,354.6,232.82
18,3,4,0,0,7,1,0,0,2,3,2,1,12,7,2,258.95,266.12
17,1,1,1,0,5,1,0,0,2,2,1,3,20,6,2,324.61,246.44
19,1,1,0,0,3,1,1,0,2,2,1,1,21,14,2,319.24,362.22
19,4,4,1,0,5,1,1,0,2,2,2,1,7,2,2,217.63,195.52
18,2,2,0,0,3,1,0,0,2,2,2,1,19,7,2,307.83,294.74
20,5,2,0,0,3,1,1,2,2,3,2,1,11,4,2,257.13,234.19
18,1,3,1,1,3,1,0,0,2,2,2,1,7,5,2,194.6,232.19
18,3,5,0,0,3,1,0,0,3,2,2,2,6,2,2,201.65,196.43
17,6,6,1,0,3,1,0,0,2,3,3,3,9,7,2,197.72,286.3
18,5,3,0,0,3,1,0,0,3,2,2,1,5,2,2,212.42,236.88
18,2,2,0,0,3,1,1,0,3,2,2,1,6,6,2,197.08,227.87
17,4,3,0,0,5,1,0,0,2,1,2,2,11,4,2,247.92,234.63
17,3,1,1,0,3,1,0,0,0,2,2,1,18,7,2,289.37,293.78
18,3,3,1,0,3,1,0,0,3,3,3,1,11,0,2,247.95,208.43
17,5,3,1,0,3,1,0,0,2,3,1,2,18,3,2,299.41,219.29
17,3,2,1,0,3,1,0,0,3,2,2,1,15,5,2,261.62,255.75
18,2,2,1,0,3,1,1,0,2,1,1,1,22,6,2,316.09,253.82
18,1,1,0,0,3,1,0,0,3,3,3,4,19,6,2,304.58,289.62
17,4,1,0,0,3,1,0,0,2,1,2,1,15,8,2,277.36,289.51
18,6,2,1,2,5,1,0,0,2,2,2,1,18,8,2,291.26,287
17,6,4,1,0,3,1,0,0,2,3,3,2,20,8,2,320.55,278.14
17,4,3,1,0,3,1,0,0,2,2,2,4,23,18,2,343.79,397.12
17,4,5,0,0,3,1,0,0,3,3,3,1,8,3,2,221.74,206.03
19,2,2,0,0,3,1,1,0,2,2,3,1,12,13,2,242.67,362.2
17,1,1,0,0,7,1,0,0,3,3,2,1,14,6,2,267.61,260.58
18,6,5,1,2,3,1,0,0,2,2,2,1,21,5,2,328.59,250.2
17,4,3,0,0,3,1,0,0,3,2,2,2,19,6,2,303.63,255.19
18,2,2,1,0,3,1,0,0,3,3,2,3,9,8,2,232.84,258.23
17,3,2,0,0,3,1,0,0,2,2,2,4,10,6,2,249.46,290.68
20,1,1,0,0,9,1,0,2,3,2,3,2,5,5,2,168.86,221.13
18,4,4,1,1,3,1,0,0,3,3,3,2,23,14,2,358.61,390.31
19,4,3,0,0,5,1,1,0,2,2,3,4,22,10,2,331.25,334.09
19,1,1,0,0,3,1,2,2,2,3,1,4,22,16,2,329.97,375.8
17,2,2,0,0,3,1,0,0,2,2,2,4,26,8,2,381.53,289.95
17,2,2,0,0,3,1,0,0,2,2,2,2,12,4,2,255.03,243.26
17,6,5,1,0,5,1,0,0,3,3,3,4,10,4,2,231.58,191.92
19,2,2,0,0,5,1,1,0,2,2,2,4,20,16,2,318.6,385.25
19,5,5,1,2,3,2,0,0,3,3,3,1,5,6,2,204.67,246.06
18,5,3,1,0,3,1,0,0,1,1,2,4,16,11,2,292.32,348.48
18,4,4,0,0,3,1,1,0,0,2,2,1,8,5,2,226.22,257.76
18,1,1,0,0,5,1,0,0,3,3,3,2,8,3,2,209.59,231.05
18,5,3,1,0,3,1,0,0,3,3,2,4,17,17,2,297.42,408.74
17,5,3,0,0,3,1,0,0,2,2,2,1,19,6,2,304.04,299.53
17,3,3,0,0,3,1,0,0,2,2,3,1,15,6,2,280.83,266.07
17,4,1,1,1,3,1,2,0,3,2,2,1,20,7,2,315.95,281.18
17,1,1,0,0,3,1,0,0,2,2,2,4,22,8,2,322.66,313.72
17,5,4,0,0,3,1,0,0,2,3,1,4,22,10,2,322.83,326.34
18,4,3,0,0,9,1,0,0,3,3,3,4,23,10,2,343.43,316.98
19,1,1,1,0,3,1,1,0,2,2,2,2,17,6,2,281.31,285.04
18,3,1,0,0,5,1,0,0,2,2,2,1,13,6,2,247.74,247.77
17,5,2,1,0,3,1,0,0,2,2,2,1,24,8,2,355.23,289.56
17,4,4,0,0,3,1,0,0,1,2,2,4,13,7,2,254.67,292.96
19,5,3,1,0,5,1,1,0,2,2,2,4,20,12,2,326.96,364.66
17,5,3,1,1,5,3,0,0,3,3,3,1,23,10,2,361.13,329.65
17,5,5,1,0,3,2,0,0,2,2,2,4,15,12,2,266.55,341.2
17,6,4,1,1,3,1,0,0,3,2,2,2,24,14,2,346.99,364.08
17,1,1,0,0,3,1,0,0,2,2,2,2,14,9,2,260.44,245.18
18,5,1,1,0,3,1,0,0,1,1,1,1,19,3,2,307.97,245.8
17,5,3,0,0,5,1,0,0,1,1,1,1,11,3,2,230.22,234.16
17,3,4,0,0,3,1,0,0,3,2,3,1,12,4,2,241.44,244.46
17,1,1,1,0,5,1,0,0,2,2,2,1,12,3,2,252.37,226.54
18,4,3,1,0,5,1,1,0,1,3,2,1,10,7,2,245.15,277.76
19,5,3,1,0,3,1,2,0,2,3,3,4,9,4,2,217.93,228.26
19,3,3,0,0,3,1,1,1,2,1,2,1,12,3,2,257.32,240.07
17,5,5,1,0,3,1,0,0,2,2,2,1,13,5,2,258.89,244.79
18,2,2,1,0,5,1,1,1,1,2,3,4,6,11,2,195.3,337.31
18,4,3,1,0,5,1,1,0,3,2,3,2,11,6,2,237.69,223.38
17,2,2,0,0,3,1,0,0,3,3,3,4,22,9,2,321.7,272.64
17,3,3,1,0,3,1,0,0,2,2,2,1,17,6,2,296.4,246.37
18,3,3,1,0,3,3,1,0,3,2,2,1,20,14,2,325.85,337.29
18,5,4,1,0,3,1,0,0,3,3,3,2,15,5,2,289.87,290.41
19,2,2,0,0,5,1,1,0,2,2,2,1,17,18,2,282.4,402.2
19,1,5,1,1,3,3,0,0,3,1,2,1,14,9,2,276.47,285.93
19,2,2,0,0,5,1,0,0,3,1,2,3,12,5,2,236.19,289.75
18,5,3,1,0,5,1,0,0,2,2,2,1,22,9,2,334.56,319.81
18,5,5,1,1,3,1,0,0,1,1,2,1,11,3,2,253.87,247.49
19,2,2,0,0,3,1,1,0,3,1,3,1,15,5,2,282.05,197.95
17,5,3,0,0,5,1,0,0,2,3,3,2,11,6,2,222.25,252.46
17,1,1,0,0,3,1,0,0,3,3,3,4,20,10,2,322.59,316.42
17,5,3,1,1,3,1,0,0,3,3,3,1,19,7,2,321.89,313.97
18,1,1,0,0,3,1,0,0,2,2,1,4,21,10,2,325.4,330.81
17,6,4,1,1,3,1,0,0,2,2,2,2,9,5,2,220.37,251.51
18,3,5,0,0,3,1,1,0,2,2,2,1,11,7,2,252.58,311
18,4,3,0,0,3,1,0,0,2,2,2,2,22,21,2,329.89,429.94
17,6,6,1,2,3,2,0,0,3,3,3,2,20,3,2,323.97,223.86
18,5,5,1,0,3,1,0,0,3,2,2,4,17,9,2,280.47,263.96
17,5,5,1,2,3,1,0,0,3,3,2,1,10,5,2,245.42,252.91
17,6,1,1,1,5,1,0,0,3,3,2,1,14,5,2,264.63,239.64
17,1,1,0,0,7,1,0,0,3,3,3,1,21,15,2,334.67,356.69
17,4,3,1,1,3,1,0,0,3,3,3,4,13,4,2,254.38,261.23
18,6,4,1,0,3,1,0,1,3,3,2,1,18,9,2,292.52,313.5
17,6,6,1,2,5,3,0,0,2,2,2,1,11,7,2,250.76,257.96
17,3,1,0,0,3,1,0,0,3,3,3,1,8,3,2,227.17,222.68
18,5,3,1,0,5,1,0,0,3,3,3,2,17,9,2,285.69,333.36
19,2,2,0,1,5,1,1,0,2,2,2,1,5,1,2,192.24,215.12
17,3,4,1,0,3,1,0,0,3,3,3,1,17,3,2,291.57,230.31
17,5,1,1,1,5,3,0,0,3,2,2,4,21,16,2,323.17,408.03
17,1,1,0,0,7,1,0,0,2,2,2,1,12,1,2,248.82,209.96
18,3,2,1,1,3,1,0,0,2,2,2,4,22,16,2,334.91,372.7
18,4,3,1,0,3,1,0,0,3,3,3,1,8,4,2,228.69,220.05
17,1,1,0,0,3,1,0,0,3,3,2,1,15,4,2,259.14,235.38
18,4,4,1,1,3,1,1,1,3,3,3,4,21,16,2,317.97,377.78
17,1,1,1,1,5,1,0,0,3,3,3,1,21,8,2,318.42,249.02
17,3,1,1,0,3,1,0,0,3,3,3,2,3,6,2,174.26,260.15
17,5,6,1,2,3,2,0,0,3,3,3,1,13,4,2,254.09,225.6
18,4,4,1,0,5,1,0,0,3,3,2,3,22,14,2,335.22,363.54
17,4,5,1,1,5,1,0,0,2,2,2,1,20,6,2,303.6,280.94
17,6,5,1,1,3,1,0,0,2,3,2,2,9,5,2,229.45,232.15
17,5,4,1,1,3,1,0,0,2,2,2,3,16,7,2,260.75,275.38
17,2,2,1,1,3,1,0,0,2,2,2,1,16,13,2,294.4,347.58
17,6,4,1,0,5,1,0,0,3,3,2,4,14,8,2,267.97,280.65
18,1,1,1,1,3,1,0,0,3,3,3,2,6,4,2,180.43,230.19
17,6,5,1,1,5,3,0,0,3,3,3,2,8,8,2,225.38,203.62
